# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 24.9 MHz
# Altitude: 9050 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -34.46 0.0 1.0
5.00 0.00 -33.47 0.0 1.0
10.00 0.00 -32.63 0.0 1.0
15.00 0.00 -31.90 0.0 1.0
20.00 0.00 -31.22 0.0 1.0
25.00 0.00 -30.50 0.0 1.0
30.00 0.00 -29.69 0.0 1.0
35.00 0.00 -28.75 0.0 1.0
40.00 0.00 -27.74 0.0 1.0
45.00 0.00 -26.71 0.5 0.5
50.00 0.00 -25.75 0.5 0.5
55.00 0.00 -24.95 0.5 0.5
60.00 0.00 -24.37 0.5 0.5
65.00 0.00 -24.08 0.5 0.5
70.00 0.00 -24.19 0.5 0.5
75.00 0.00 -24.90 0.5 0.5
80.00 0.00 -26.64 0.5 0.5
85.00 0.00 -30.89 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -34.67 0.0 1.0
5.00 10.00 -33.54 0.0 1.0
10.00 10.00 -32.60 0.0 1.0
15.00 10.00 -31.78 0.0 1.0
20.00 10.00 -31.04 0.0 1.0
25.00 10.00 -30.28 0.0 1.0
30.00 10.00 -29.44 0.0 1.0
35.00 10.00 -28.51 0.0 1.0
40.00 10.00 -27.51 0.0 1.0
45.00 10.00 -26.51 0.5 0.5
50.00 10.00 -25.59 0.5 0.5
55.00 10.00 -24.81 0.5 0.5
60.00 10.00 -24.25 0.5 0.5
65.00 10.00 -23.98 0.5 0.5
70.00 10.00 -24.11 0.5 0.5
75.00 10.00 -24.82 0.5 0.5
80.00 10.00 -26.58 0.5 0.5
85.00 10.00 -30.83 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -35.16 0.0 1.0
5.00 20.00 -33.65 0.0 1.0
10.00 20.00 -32.44 0.0 1.0
15.00 20.00 -31.44 0.0 1.0
20.00 20.00 -30.55 0.0 1.0
25.00 20.00 -29.72 0.0 1.0
30.00 20.00 -28.87 0.0 1.0
35.00 20.00 -27.97 0.0 1.0
40.00 20.00 -27.03 0.0 1.0
45.00 20.00 -26.10 0.5 0.5
50.00 20.00 -25.25 0.5 0.5
55.00 20.00 -24.53 0.5 0.5
60.00 20.00 -24.02 0.5 0.5
65.00 20.00 -23.79 0.5 0.5
70.00 20.00 -23.94 0.5 0.5
75.00 20.00 -24.68 0.5 0.5
80.00 20.00 -26.44 0.5 0.5
85.00 20.00 -30.70 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 -35.95 0.0 1.0
5.00 30.00 -33.83 0.0 1.0
10.00 30.00 -32.22 0.0 1.0
15.00 30.00 -30.95 0.0 1.0
20.00 30.00 -29.91 0.0 1.0
25.00 30.00 -28.99 0.0 1.0
30.00 30.00 -28.14 0.0 1.0
35.00 30.00 -27.30 0.0 1.0
40.00 30.00 -26.45 0.0 1.0
45.00 30.00 -25.63 0.5 0.5
50.00 30.00 -24.87 0.5 0.5
55.00 30.00 -24.24 0.5 0.5
60.00 30.00 -23.79 0.5 0.5
65.00 30.00 -23.60 0.5 0.5
70.00 30.00 -23.79 0.5 0.5
75.00 30.00 -24.55 0.5 0.5
80.00 30.00 -26.33 0.5 0.5
85.00 30.00 -30.60 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 -37.13 0.0 1.0
5.00 40.00 -34.12 0.0 1.0
10.00 40.00 -32.01 0.0 1.0
15.00 40.00 -30.45 0.0 1.0
20.00 40.00 -29.25 0.0 1.0
25.00 40.00 -28.27 0.0 1.0
30.00 40.00 -27.44 0.0 1.0
35.00 40.00 -26.67 0.0 1.0
40.00 40.00 -25.94 0.0 1.0
45.00 40.00 -25.24 0.5 0.5
50.00 40.00 -24.60 0.5 0.5
55.00 40.00 -24.05 0.5 0.5
60.00 40.00 -23.68 0.5 0.5
65.00 40.00 -23.54 0.5 0.5
70.00 40.00 -23.76 0.5 0.5
75.00 40.00 -24.54 0.5 0.5
80.00 40.00 -26.34 0.5 0.5
85.00 40.00 -30.61 0.5 0.5
90.00 40.00 -999.99 0.5 0.5
0.00 50.00 -38.79 0.0 1.0
5.00 50.00 -34.57 0.0 1.0
10.00 50.00 -31.90 0.0 1.0
15.00 50.00 -30.04 0.0 1.0
20.00 50.00 -28.70 0.0 1.0
25.00 50.00 -27.68 0.0 1.0
30.00 50.00 -26.88 0.0 1.0
35.00 50.00 -26.20 0.0 1.0
40.00 50.00 -25.59 0.0 1.0
45.00 50.00 -25.02 0.5 0.5
50.00 50.00 -24.50 0.5 0.5
55.00 50.00 -24.05 0.5 0.5
60.00 50.00 -23.75 0.5 0.5
65.00 50.00 -23.66 0.5 0.5
70.00 50.00 -23.91 0.5 0.5
75.00 50.00 -24.71 0.5 0.5
80.00 50.00 -26.52 0.5 0.5
85.00 50.00 -30.79 0.5 0.5
90.00 50.00 -999.99 0.5 0.5
0.00 60.00 -41.18 0.0 1.0
5.00 60.00 -35.27 0.0 1.0
10.00 60.00 -31.97 0.0 1.0
15.00 60.00 -29.82 0.0 1.0
20.00 60.00 -28.34 0.0 1.0
25.00 60.00 -27.29 0.0 1.0
30.00 60.00 -26.53 0.0 1.0
35.00 60.00 -25.95 0.0 1.0
40.00 60.00 -25.46 0.0 1.0
45.00 60.00 -25.02 0.5 0.5
50.00 60.00 -24.61 0.5 0.5
55.00 60.00 -24.25 0.5 0.5
60.00 60.00 -24.01 0.5 0.5
65.00 60.00 -23.97 0.5 0.5
70.00 60.00 -24.24 0.5 0.5
75.00 60.00 -25.06 0.5 0.5
80.00 60.00 -26.87 0.5 0.5
85.00 60.00 -31.15 0.5 0.5
90.00 60.00 -999.99 0.5 0.5
0.00 70.00 -44.82 0.0 1.0
5.00 70.00 -36.32 0.0 1.0
10.00 70.00 -32.30 0.0 1.0
15.00 70.00 -29.85 0.0 1.0
20.00 70.00 -28.24 0.0 1.0
25.00 70.00 -27.15 0.0 1.0
30.00 70.00 -26.42 0.0 1.0
35.00 70.00 -25.91 0.0 1.0
40.00 70.00 -25.52 0.0 1.0
45.00 70.00 -25.20 0.5 0.5
50.00 70.00 -24.89 0.5 0.5
55.00 70.00 -24.62 0.5 0.5
60.00 70.00 -24.43 0.5 0.5
65.00 70.00 -24.42 0.5 0.5
70.00 70.00 -24.72 0.5 0.5
75.00 70.00 -25.54 0.5 0.5
80.00 70.00 -27.36 0.5 0.5
85.00 70.00 -31.64 0.5 0.5
90.00 70.00 -999.99 0.5 0.5
0.00 80.00 -51.35 0.0 1.0
5.00 80.00 -37.88 0.0 1.0
10.00 80.00 -32.99 0.0 1.0
15.00 80.00 -30.20 0.0 1.0
20.00 80.00 -28.43 0.0 1.0
25.00 80.00 -27.28 0.0 1.0
30.00 80.00 -26.55 0.0 1.0
35.00 80.00 -26.08 0.0 1.0
40.00 80.00 -25.77 0.0 1.0
45.00 80.00 -25.52 0.5 0.5
50.00 80.00 -25.29 0.5 0.5
55.00 80.00 -25.08 0.5 0.5
60.00 80.00 -24.93 0.5 0.5
65.00 80.00 -24.94 0.5 0.5
70.00 80.00 -25.25 0.5 0.5
75.00 80.00 -26.07 0.5 0.5
80.00 80.00 -27.89 0.5 0.5
85.00 80.00 -32.17 0.5 0.5
90.00 80.00 -999.99 0.5 0.5
0.00 90.00 -55.87 0.0 1.0
5.00 90.00 -40.25 0.0 1.0
10.00 90.00 -34.13 0.0 1.0
15.00 90.00 -30.92 0.0 1.0
20.00 90.00 -28.96 0.0 1.0
25.00 90.00 -27.71 0.0 1.0
30.00 90.00 -26.93 0.0 1.0
35.00 90.00 -26.45 0.0 1.0
40.00 90.00 -26.16 0.0 1.0
45.00 90.00 -25.94 0.5 0.5
50.00 90.00 -25.74 0.5 0.5
55.00 90.00 -25.55 0.5 0.5
60.00 90.00 -25.42 0.5 0.5
65.00 90.00 -25.44 0.5 0.5
70.00 90.00 -25.74 0.5 0.5
75.00 90.00 -26.56 0.5 0.5
80.00 90.00 -28.37 0.5 0.5
85.00 90.00 -32.65 0.5 0.5
90.00 90.00 -999.99 0.5 0.5
0.00 100.00 -47.15 0.0 1.0
5.00 100.00 -44.16 0.0 1.0
10.00 100.00 -35.94 0.0 1.0
15.00 100.00 -32.14 0.0 1.0
20.00 100.00 -29.89 0.0 1.0
25.00 100.00 -28.48 0.0 1.0
30.00 100.00 -27.59 0.0 1.0
35.00 100.00 -27.04 0.0 1.0
40.00 100.00 -26.69 0.0 1.0
45.00 100.00 -26.44 0.5 0.5
50.00 100.00 -26.21 0.5 0.5
55.00 100.00 -26.01 0.5 0.5
60.00 100.00 -25.85 0.5 0.5
65.00 100.00 -25.85 0.5 0.5
70.00 100.00 -26.13 0.5 0.5
75.00 100.00 -26.94 0.5 0.5
80.00 100.00 -28.74 0.5 0.5
85.00 100.00 -33.01 0.5 0.5
90.00 100.00 -999.99 0.5 0.5
0.00 110.00 -42.57 0.0 1.0
5.00 110.00 -52.59 0.0 1.0
10.00 110.00 -38.76 0.0 1.0
15.00 110.00 -34.00 0.0 1.0
20.00 110.00 -31.33 0.0 1.0
25.00 110.00 -29.66 0.0 1.0
30.00 110.00 -28.58 0.0 1.0
35.00 110.00 -27.88 0.0 1.0
40.00 110.00 -27.40 0.0 1.0
45.00 110.00 -27.04 0.5 0.5
50.00 110.00 -26.72 0.5 0.5
55.00 110.00 -26.43 0.5 0.5
60.00 110.00 -26.22 0.5 0.5
65.00 110.00 -26.17 0.5 0.5
70.00 110.00 -26.42 0.5 0.5
75.00 110.00 -27.20 0.5 0.5
80.00 110.00 -28.98 0.5 0.5
85.00 110.00 -33.23 0.5 0.5
90.00 110.00 -999.99 0.5 0.5
0.00 120.00 -39.73 0.0 1.0
5.00 120.00 -55.14 0.0 1.0
10.00 120.00 -43.57 0.0 1.0
15.00 120.00 -36.83 0.0 1.0
20.00 120.00 -33.45 0.0 1.0
25.00 120.00 -31.38 0.0 1.0
30.00 120.00 -30.01 0.0 1.0
35.00 120.00 -29.06 0.0 1.0
40.00 120.00 -28.37 0.0 1.0
45.00 120.00 -27.81 0.5 0.5
50.00 120.00 -27.33 0.5 0.5
55.00 120.00 -26.90 0.5 0.5
60.00 120.00 -26.58 0.5 0.5
65.00 120.00 -26.45 0.5 0.5
70.00 120.00 -26.64 0.5 0.5
75.00 120.00 -27.38 0.5 0.5
80.00 120.00 -29.13 0.5 0.5
85.00 120.00 -33.37 0.5 0.5
90.00 120.00 -999.99 0.5 0.5
0.00 130.00 -37.79 0.0 1.0
5.00 130.00 -44.91 0.0 1.0
10.00 130.00 -54.31 0.0 1.0
15.00 130.00 -41.33 0.0 1.0
20.00 130.00 -36.57 0.0 1.0
25.00 130.00 -33.83 0.0 1.0
30.00 130.00 -32.01 0.0 1.0
35.00 130.00 -30.71 0.0 1.0
40.00 130.00 -29.71 0.0 1.0
45.00 130.00 -28.87 0.5 0.5
50.00 130.00 -28.14 0.5 0.5
55.00 130.00 -27.51 0.5 0.5
60.00 130.00 -27.03 0.5 0.5
65.00 130.00 -26.78 0.5 0.5
70.00 130.00 -26.89 0.5 0.5
75.00 130.00 -27.57 0.5 0.5
80.00 130.00 -29.29 0.5 0.5
85.00 130.00 -33.51 0.5 0.5
90.00 130.00 -999.99 0.5 0.5
0.00 140.00 -36.42 0.0 1.0
5.00 140.00 -40.60 0.0 1.0
10.00 140.00 -48.16 0.0 1.0
15.00 140.00 -48.58 0.0 1.0
20.00 140.00 -41.27 0.0 1.0
25.00 140.00 -37.35 0.0 1.0
30.00 140.00 -34.83 0.0 1.0
35.00 140.00 -33.00 0.0 1.0
40.00 140.00 -31.55 0.0 1.0
45.00 140.00 -30.32 0.5 0.5
50.00 140.00 -29.25 0.5 0.5
55.00 140.00 -28.35 0.5 0.5
60.00 140.00 -27.66 0.5 0.5
65.00 140.00 -27.26 0.5 0.5
70.00 140.00 -27.26 0.5 0.5
75.00 140.00 -27.87 0.5 0.5
80.00 140.00 -29.54 0.5 0.5
85.00 140.00 -33.74 0.5 0.5
90.00 140.00 -999.99 0.5 0.5
0.00 150.00 -35.47 0.0 1.0
5.00 150.00 -38.10 0.0 1.0
10.00 150.00 -41.79 0.0 1.0
15.00 150.00 -46.58 0.0 1.0
20.00 150.00 -46.80 0.0 1.0
25.00 150.00 -42.29 0.0 1.0
30.00 150.00 -38.75 0.0 1.0
35.00 150.00 -36.10 0.0 1.0
40.00 150.00 -33.97 0.0 1.0
45.00 150.00 -32.18 0.5 0.5
50.00 150.00 -30.66 0.5 0.5
55.00 150.00 -29.42 0.5 0.5
60.00 150.00 -28.47 0.5 0.5
65.00 150.00 -27.89 0.5 0.5
70.00 150.00 -27.77 0.5 0.5
75.00 150.00 -28.30 0.5 0.5
80.00 150.00 -29.92 0.5 0.5
85.00 150.00 -34.09 0.5 0.5
90.00 150.00 -999.99 0.5 0.5
0.00 160.00 -34.85 0.0 1.0
