# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 145.0 MHz
# Altitude: 10000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -56.48 0.0 1.0
5.00 0.00 -57.98 0.0 1.0
10.00 0.00 -59.99 0.0 1.0
15.00 0.00 -61.73 0.0 1.0
20.00 0.00 -60.50 0.0 1.0
25.00 0.00 -57.18 0.0 1.0
30.00 0.00 -54.48 0.0 1.0
35.00 0.00 -52.91 0.0 1.0
40.00 0.00 -52.64 0.0 1.0
45.00 0.00 -54.10 0.5 0.5
50.00 0.00 -58.31 0.5 0.5
55.00 0.00 -60.02 0.5 0.5
60.00 0.00 -52.46 0.5 0.5
65.00 0.00 -47.93 0.5 0.5
70.00 0.00 -45.59 0.5 0.5
75.00 0.00 -44.92 0.5 0.5
80.00 0.00 -46.09 0.5 0.5
85.00 0.00 -50.46 0.5 0.5
0.00 10.00 -56.48 0.0 1.0
5.00 10.00 -57.84 0.0 1.0
10.00 10.00 -59.65 0.0 1.0
15.00 10.00 -61.22 0.0 1.0
20.00 10.00 -60.07 0.0 1.0
25.00 10.00 -56.87 0.0 1.0
30.00 10.00 -54.20 0.0 1.0
35.00 10.00 -52.67 0.0 1.0
40.00 10.00 -52.44 0.0 1.0
45.00 10.00 -53.91 0.5 0.5
50.00 10.00 -57.89 0.5 0.5
55.00 10.00 -58.92 0.5 0.5
60.00 10.00 -52.06 0.5 0.5
65.00 10.00 -47.74 0.5 0.5
70.00 10.00 -45.48 0.5 0.5
75.00 10.00 -44.83 0.5 0.5
80.00 10.00 -45.99 0.5 0.5
85.00 10.00 -50.36 0.5 0.5
0.00 20.00 -56.48 0.0 1.0
5.00 20.00 -57.63 0.0 1.0
10.00 20.00 -59.04 0.0 1.0
15.00 20.00 -60.02 0.0 1.0
20.00 20.00 -58.87 0.0 1.0
25.00 20.00 -56.12 0.0 1.0
30.00 20.00 -53.70 0.0 1.0
35.00 20.00 -52.29 0.0 1.0
40.00 20.00 -52.07 0.0 1.0
45.00 20.00 -53.29 0.5 0.5
50.00 20.00 -56.06 0.5 0.5
55.00 20.00 -56.05 0.5 0.5
60.00 20.00 -51.10 0.5 0.5
65.00 20.00 -47.34 0.5 0.5
70.00 20.00 -45.25 0.5 0.5
75.00 20.00 -44.70 0.5 0.5
80.00 20.00 -45.94 0.5 0.5
85.00 20.00 -50.32 0.5 0.5
0.00 30.00 -56.48 0.0 1.0
5.00 30.00 -57.38 0.0 1.0
10.00 30.00 -58.27 0.0 1.0
15.00 30.00 -58.62 0.0 1.0
20.00 30.00 -57.43 0.0 1.0
25.00 30.00 -55.20 0.0 1.0
30.00 30.00 -53.14 0.0 1.0
35.00 30.00 -51.88 0.0 1.0
40.00 30.00 -51.65 0.0 1.0
45.00 30.00 -52.54 0.5 0.5
50.00 30.00 -54.23 0.5 0.5
55.00 30.00 -53.67 0.5 0.5
60.00 30.00 -50.01 0.5 0.5
65.00 30.00 -46.82 0.5 0.5
70.00 30.00 -44.98 0.5 0.5
75.00 30.00 -44.55 0.5 0.5
80.00 30.00 -45.85 0.5 0.5
85.00 30.00 -50.26 0.5 0.5
0.00 40.00 -56.48 0.0 1.0
5.00 40.00 -57.09 0.0 1.0
10.00 40.00 -57.48 0.0 1.0
15.00 40.00 -57.29 0.0 1.0
20.00 40.00 -56.10 0.0 1.0
25.00 40.00 -54.27 0.0 1.0
30.00 40.00 -52.58 0.0 1.0
35.00 40.00 -51.50 0.0 1.0
40.00 40.00 -51.26 0.0 1.0
45.00 40.00 -51.90 0.5 0.5
50.00 40.00 -52.83 0.5 0.5
55.00 40.00 -51.92 0.5 0.5
60.00 40.00 -48.99 0.5 0.5
65.00 40.00 -46.31 0.5 0.5
70.00 40.00 -44.70 0.5 0.5
75.00 40.00 -44.38 0.5 0.5
80.00 40.00 -45.73 0.5 0.5
85.00 40.00 -50.18 0.5 0.5
0.00 50.00 -56.48 0.0 1.0
5.00 50.00 -56.79 0.0 1.0
10.00 50.00 -56.73 0.0 1.0
15.00 50.00 -56.15 0.0 1.0
20.00 50.00 -54.96 0.0 1.0
25.00 50.00 -53.43 0.0 1.0
30.00 50.00 -52.03 0.0 1.0
35.00 50.00 -51.12 0.0 1.0
40.00 50.00 -50.90 0.0 1.0
45.00 50.00 -51.37 0.5 0.5
50.00 50.00 -51.85 0.5 0.5
55.00 50.00 -50.76 0.5 0.5
60.00 50.00 -48.22 0.5 0.5
65.00 50.00 -45.85 0.5 0.5
70.00 50.00 -44.41 0.5 0.5
75.00 50.00 -44.20 0.5 0.5
80.00 50.00 -45.62 0.5 0.5
85.00 50.00 -50.08 0.5 0.5
0.00 60.00 -56.48 0.0 1.0
5.00 60.00 -56.50 0.0 1.0
10.00 60.00 -56.07 0.0 1.0
15.00 60.00 -55.23 0.0 1.0
20.00 60.00 -54.03 0.0 1.0
25.00 60.00 -52.69 0.0 1.0
30.00 60.00 -51.50 0.0 1.0
35.00 60.00 -50.72 0.0 1.0
40.00 60.00 -50.52 0.0 1.0
45.00 60.00 -50.87 0.5 0.5
50.00 60.00 -51.12 0.5 0.5
55.00 60.00 -49.97 0.5 0.5
60.00 60.00 -47.64 0.5 0.5
65.00 60.00 -45.47 0.5 0.5
70.00 60.00 -44.16 0.5 0.5
