# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 145.0 MHz
# Altitude: 10000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 155.70 0.0 1.0
5.00 0.00 153.59 0.0 1.0
10.00 0.00 152.14 0.0 1.0
15.00 0.00 152.11 0.0 1.0
20.00 0.00 150.93 0.0 1.0
25.00 0.00 146.21 0.0 1.0
30.00 0.00 148.46 0.0 1.0
35.00 0.00 154.95 0.0 1.0
40.00 0.00 158.37 0.0 1.0
45.00 0.00 159.35 0.5 0.5
50.00 0.00 158.66 0.5 0.5
55.00 0.00 157.44 0.5 0.5
60.00 0.00 157.34 0.5 0.5
65.00 0.00 155.37 0.5 0.5
70.00 0.00 151.46 0.5 0.5
75.00 0.00 148.99 0.5 0.5
80.00 0.00 149.01 0.5 0.5
85.00 0.00 151.38 0.5 0.5
90.00 0.00 -52.16 0.5 0.5
0.00 10.00 155.70 0.0 1.0
5.00 10.00 153.84 0.0 1.0
10.00 10.00 152.51 0.0 1.0
15.00 10.00 151.97 0.0 1.0
20.00 10.00 150.73 0.0 1.0
25.00 10.00 147.09 0.0 1.0
30.00 10.00 148.16 0.0 1.0
35.00 10.00 154.92 0.0 1.0
40.00 10.00 158.05 0.0 1.0
45.00 10.00 159.05 0.5 0.5
50.00 10.00 158.54 0.5 0.5
55.00 10.00 158.57 0.5 0.5
60.00 10.00 158.29 0.5 0.5
65.00 10.00 155.81 0.5 0.5
70.00 10.00 152.76 0.5 0.5
75.00 10.00 150.71 0.5 0.5
80.00 10.00 148.27 0.5 0.5
85.00 10.00 152.44 0.5 0.5
90.00 10.00 -48.33 0.5 0.5
0.00 20.00 155.70 0.0 1.0
5.00 20.00 154.10 0.0 1.0
10.00 20.00 152.68 0.0 1.0
15.00 20.00 151.40 0.0 1.0
20.00 20.00 150.48 0.0 1.0
25.00 20.00 148.66 0.0 1.0
30.00 20.00 148.74 0.0 1.0
35.00 20.00 154.92 0.0 1.0
40.00 20.00 157.40 0.0 1.0
45.00 20.00 158.23 0.5 0.5
50.00 20.00 158.34 0.5 0.5
55.00 20.00 159.10 0.5 0.5
60.00 20.00 158.86 0.5 0.5
65.00 20.00 156.18 0.5 0.5
70.00 20.00 155.31 0.5 0.5
75.00 20.00 153.39 0.5 0.5
80.00 20.00 148.66 0.5 0.5
85.00 20.00 153.31 0.5 0.5
90.00 20.00 -47.49 0.5 0.5
0.00 30.00 155.70 0.0 1.0
5.00 30.00 154.37 0.0 1.0
10.00 30.00 152.73 0.0 1.0
15.00 30.00 150.41 0.0 1.0
20.00 30.00 150.40 0.0 1.0
25.00 30.00 150.74 0.0 1.0
30.00 30.00 150.05 0.0 1.0
35.00 30.00 154.49 0.0 1.0
40.00 30.00 156.23 0.0 1.0
45.00 30.00 156.16 0.5 0.5
50.00 30.00 157.37 0.5 0.5
55.00 30.00 159.39 0.5 0.5
60.00 30.00 159.80 0.5 0.5
65.00 30.00 157.39 0.5 0.5
70.00 30.00 158.61 0.5 0.5
75.00 30.00 156.10 0.5 0.5
80.00 30.00 152.15 0.5 0.5
85.00 30.00 156.20 0.5 0.5
90.00 30.00 -45.43 0.5 0.5
0.00 40.00 155.70 0.0 1.0
5.00 40.00 154.63 0.0 1.0
10.00 40.00 152.76 0.0 1.0
15.00 40.00 149.09 0.0 1.0
20.00 40.00 150.54 0.0 1.0
25.00 40.00 152.46 0.0 1.0
30.00 40.00 151.17 0.0 1.0
35.00 40.00 153.96 0.0 1.0
40.00 40.00 154.51 0.0 1.0
45.00 40.00 151.70 0.5 0.5
50.00 40.00 155.84 0.5 0.5
55.00 40.00 159.88 0.5 0.5
60.00 40.00 159.25 0.5 0.5
65.00 40.00 157.98 0.5 0.5
70.00 40.00 161.25 0.5 0.5
75.00 40.00 157.16 0.5 0.5
80.00 40.00 157.78 0.5 0.5
85.00 40.00 160.40 0.5 0.5
90.00 40.00 -41.42 0.5 0.5
0.00 50.00 155.70 0.0 1.0
5.00 50.00 154.89 0.0 1.0
10.00 50.00 152.89 0.0 1.0
15.00 50.00 147.61 0.0 1.0
20.00 50.00 150.25 0.0 1.0
25.00 50.00 152.80 0.0 1.0
30.00 50.00 151.96 0.0 1.0
35.00 50.00 153.70 0.0 1.0
40.00 50.00 152.87 0.0 1.0
45.00 50.00 149.77 0.5 0.5
50.00 50.00 154.92 0.5 0.5
55.00 50.00 159.76 0.5 0.5
60.00 50.00 156.49 0.5 0.5
65.00 50.00 157.63 0.5 0.5
70.00 50.00 162.93 0.5 0.5
75.00 50.00 156.63 0.5 0.5
80.00 50.00 161.08 0.5 0.5
85.00 50.00 163.54 0.5 0.5
90.00 50.00 -38.61 0.5 0.5
