# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 145.0 MHz
# Altitude: 9000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -79.02 0.0 1.0
5.00 0.00 -73.01 0.0 1.0
10.00 0.00 -70.85 0.0 1.0
15.00 0.00 -66.82 0.0 1.0
20.00 0.00 -64.11 0.0 1.0
25.00 0.00 -62.32 0.0 1.0
30.00 0.00 -60.24 0.0 1.0
35.00 0.00 -59.00 0.0 1.0
40.00 0.00 -59.26 0.0 1.0
45.00 0.00 -60.49 0.5 0.5
50.00 0.00 -60.76 0.5 0.5
55.00 0.00 -57.97 0.5 0.5
60.00 0.00 -56.52 0.5 0.5
65.00 0.00 -59.31 0.5 0.5
70.00 0.00 -66.96 0.5 0.5
75.00 0.00 -54.60 0.5 0.5
80.00 0.00 -51.10 0.5 0.5
85.00 0.00 -53.29 0.5 0.5
0.00 10.00 -79.02 0.0 1.0
5.00 10.00 -73.20 0.0 1.0
10.00 10.00 -71.37 0.0 1.0
15.00 10.00 -66.20 0.0 1.0
20.00 10.00 -63.14 0.0 1.0
25.00 10.00 -62.01 0.0 1.0
30.00 10.00 -60.27 0.0 1.0
35.00 10.00 -59.22 0.0 1.0
40.00 10.00 -59.99 0.0 1.0
45.00 10.00 -61.05 0.5 0.5
50.00 10.00 -60.26 0.5 0.5
55.00 10.00 -57.09 0.5 0.5
60.00 10.00 -55.65 0.5 0.5
65.00 10.00 -57.91 0.5 0.5
70.00 10.00 -68.00 0.5 0.5
75.00 10.00 -55.89 0.5 0.5
80.00 10.00 -51.74 0.5 0.5
85.00 10.00 -53.73 0.5 0.5
0.00 20.00 -79.02 0.0 1.0
5.00 20.00 -73.27 0.0 1.0
10.00 20.00 -72.00 0.0 1.0
15.00 20.00 -65.83 0.0 1.0
20.00 20.00 -62.21 0.0 1.0
25.00 20.00 -61.58 0.0 1.0
30.00 20.00 -60.79 0.0 1.0
35.00 20.00 -59.86 0.0 1.0
40.00 20.00 -61.37 0.0 1.0
45.00 20.00 -63.08 0.5 0.5
50.00 20.00 -61.55 0.5 0.5
55.00 20.00 -57.57 0.5 0.5
60.00 20.00 -55.71 0.5 0.5
65.00 20.00 -58.16 0.5 0.5
70.00 20.00 -67.51 0.5 0.5
75.00 20.00 -55.56 0.5 0.5
80.00 20.00 -51.43 0.5 0.5
85.00 20.00 -53.33 0.5 0.5
0.00 30.00 -79.02 0.0 1.0
5.00 30.00 -73.20 0.0 1.0
10.00 30.00 -72.67 0.0 1.0
15.00 30.00 -66.15 0.0 1.0
20.00 30.00 -61.52 0.0 1.0
25.00 30.00 -60.47 0.0 1.0
30.00 30.00 -60.80 0.0 1.0
35.00 30.00 -60.24 0.0 1.0
40.00 30.00 -61.66 0.0 1.0
45.00 30.00 -65.78 0.5 0.5
50.00 30.00 -64.06 0.5 0.5
55.00 30.00 -59.49 0.5 0.5
60.00 30.00 -56.44 0.5 0.5
65.00 30.00 -57.97 0.5 0.5
70.00 30.00 -60.83 0.5 0.5
75.00 30.00 -53.93 0.5 0.5
80.00 30.00 -51.07 0.5 0.5
85.00 30.00 -53.34 0.5 0.5
0.00 40.00 -79.02 0.0 1.0
5.00 40.00 -73.01 0.0 1.0
10.00 40.00 -72.84 0.0 1.0
15.00 40.00 -67.61 0.0 1.0
20.00 40.00 -61.74 0.0 1.0
25.00 40.00 -59.37 0.0 1.0
30.00 40.00 -59.37 0.0 1.0
35.00 40.00 -59.41 0.0 1.0
40.00 40.00 -58.91 0.0 1.0
45.00 40.00 -59.59 0.5 0.5
50.00 40.00 -58.20 0.5 0.5
55.00 40.00 -55.55 0.5 0.5
60.00 40.00 -53.82 0.5 0.5
65.00 40.00 -54.08 0.5 0.5
70.00 40.00 -57.82 0.5 0.5
75.00 40.00 -56.25 0.5 0.5
80.00 40.00 -52.74 0.5 0.5
85.00 40.00 -54.87 0.5 0.5
0.00 50.00 -79.02 0.0 1.0
5.00 50.00 -72.79 0.0 1.0
10.00 50.00 -71.89 0.0 1.0
15.00 50.00 -70.16 0.0 1.0
20.00 50.00 -63.84 0.0 1.0
25.00 50.00 -59.92 0.0 1.0
30.00 50.00 -58.60 0.0 1.0
35.00 50.00 -59.02 0.0 1.0
40.00 50.00 -58.76 0.0 1.0
45.00 50.00 -58.06 0.5 0.5
50.00 50.00 -57.73 0.5 0.5
55.00 50.00 -55.90 0.5 0.5
60.00 50.00 -55.24 0.5 0.5
65.00 50.00 -58.96 0.5 0.5
70.00 50.00 -72.44 0.5 0.5
75.00 50.00 -55.09 0.5 0.5
80.00 50.00 -50.82 0.5 0.5
85.00 50.00 -52.48 0.5 0.5
0.00 60.00 -79.02 0.0 1.0
5.00 60.00 -72.63 0.0 1.0
10.00 60.00 -70.34 0.0 1.0
15.00 60.00 -69.99 0.0 1.0
20.00 60.00 -67.69 0.0 1.0
25.00 60.00 -63.54 0.0 1.0
30.00 60.00 -60.73 0.0 1.0
35.00 60.00 -60.50 0.0 1.0
40.00 60.00 -64.06 0.0 1.0
45.00 60.00 -75.70 0.5 0.5
50.00 60.00 -69.01 0.5 0.5
55.00 60.00 -60.78 0.5 0.5
60.00 60.00 -55.81 0.5 0.5
65.00 60.00 -54.52 0.5 0.5
70.00 60.00 -57.59 0.5 0.5
75.00 60.00 -58.13 0.5 0.5
80.00 60.00 -54.51 0.5 0.5
85.00 60.00 -56.48 0.5 0.5
0.00 70.00 -79.02 0.0 1.0
5.00 70.00 -72.62 0.0 1.0
10.00 70.00 -69.20 0.0 1.0
15.00 70.00 -67.00 0.0 1.0
