# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 145.0 MHz
# Altitude: 10000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 35.53 0.0 1.0
5.00 0.00 35.25 0.0 1.0
10.00 0.00 36.43 0.0 1.0
15.00 0.00 37.06 0.0 1.0
20.00 0.00 36.59 0.0 1.0
25.00 0.00 35.70 0.0 1.0
30.00 0.00 36.09 0.0 1.0
35.00 0.00 37.33 0.0 1.0
40.00 0.00 36.49 0.0 1.0
45.00 0.00 35.55 0.5 0.5
50.00 0.00 38.16 0.5 0.5
55.00 0.00 39.54 0.5 0.5
60.00 0.00 39.71 0.5 0.5
65.00 0.00 37.38 0.5 0.5
70.00 0.00 33.82 0.5 0.5
75.00 0.00 34.75 0.5 0.5
80.00 0.00 33.50 0.5 0.5
85.00 0.00 26.96 0.5 0.5
90.00 0.00 -167.83 0.5 0.5
0.00 10.00 35.53 0.0 1.0
5.00 10.00 34.83 0.0 1.0
10.00 10.00 36.06 0.0 1.0
15.00 10.00 37.55 0.0 1.0
20.00 10.00 38.43 0.0 1.0
25.00 10.00 39.43 0.0 1.0
30.00 10.00 41.13 0.0 1.0
35.00 10.00 42.84 0.0 1.0
40.00 10.00 43.02 0.0 1.0
45.00 10.00 42.66 0.5 0.5
50.00 10.00 42.96 0.5 0.5
55.00 10.00 43.38 0.5 0.5
60.00 10.00 42.46 0.5 0.5
65.00 10.00 39.60 0.5 0.5
70.00 10.00 40.76 0.5 0.5
75.00 10.00 40.80 0.5 0.5
80.00 10.00 40.61 0.5 0.5
85.00 10.00 37.32 0.5 0.5
90.00 10.00 -162.18 0.5 0.5
0.00 20.00 35.53 0.0 1.0
5.00 20.00 34.41 0.0 1.0
10.00 20.00 35.58 0.0 1.0
15.00 20.00 37.81 0.0 1.0
20.00 20.00 39.72 0.0 1.0
25.00 20.00 41.81 0.0 1.0
30.00 20.00 44.15 0.0 1.0
35.00 20.00 45.97 0.0 1.0
40.00 20.00 46.48 0.0 1.0
45.00 20.00 46.20 0.5 0.5
50.00 20.00 46.19 0.5 0.5
55.00 20.00 45.98 0.5 0.5
60.00 20.00 42.47 0.5 0.5
65.00 20.00 36.75 0.5 0.5
70.00 20.00 39.66 0.5 0.5
75.00 20.00 45.59 0.5 0.5
80.00 20.00 47.07 0.5 0.5
85.00 20.00 45.56 0.5 0.5
90.00 20.00 -156.01 0.5 0.5
0.00 30.00 35.53 0.0 1.0
5.00 30.00 34.01 0.0 1.0
10.00 30.00 34.98 0.0 1.0
15.00 30.00 37.71 0.0 1.0
20.00 30.00 40.42 0.0 1.0
25.00 30.00 43.17 0.0 1.0
30.00 30.00 45.97 0.0 1.0
35.00 30.00 47.94 0.0 1.0
40.00 30.00 48.54 0.0 1.0
45.00 30.00 48.36 0.5 0.5
50.00 30.00 47.81 0.5 0.5
55.00 30.00 46.27 0.5 0.5
60.00 30.00 42.77 0.5 0.5
65.00 30.00 36.49 0.5 0.5
70.00 30.00 42.97 0.5 0.5
75.00 30.00 45.55 0.5 0.5
80.00 30.00 49.97 0.5 0.5
85.00 30.00 47.66 0.5 0.5
90.00 30.00 -155.83 0.5 0.5
0.00 40.00 35.53 0.0 1.0
5.00 40.00 33.69 0.0 1.0
10.00 40.00 34.40 0.0 1.0
15.00 40.00 37.53 0.0 1.0
20.00 40.00 40.99 0.0 1.0
25.00 40.00 44.14 0.0 1.0
30.00 40.00 46.99 0.0 1.0
35.00 40.00 48.91 0.0 1.0
40.00 40.00 49.15 0.0 1.0
45.00 40.00 48.54 0.5 0.5
50.00 40.00 47.91 0.5 0.5
55.00 40.00 47.67 0.5 0.5
60.00 40.00 44.25 0.5 0.5
65.00 40.00 41.78 0.5 0.5
70.00 40.00 43.00 0.5 0.5
75.00 40.00 45.97 0.5 0.5
80.00 40.00 48.78 0.5 0.5
85.00 40.00 48.30 0.5 0.5
90.00 40.00 -152.93 0.5 0.5
0.00 50.00 35.53 0.0 1.0
5.00 50.00 33.49 0.0 1.0
10.00 50.00 34.06 0.0 1.0
15.00 50.00 37.68 0.0 1.0
20.00 50.00 41.75 0.0 1.0
25.00 50.00 45.06 0.0 1.0
30.00 50.00 47.58 0.0 1.0
35.00 50.00 49.06 0.0 1.0
40.00 50.00 49.15 0.0 1.0
45.00 50.00 48.40 0.5 0.5
50.00 50.00 48.24 0.5 0.5
55.00 50.00 47.26 0.5 0.5
60.00 50.00 44.87 0.5 0.5
65.00 50.00 42.61 0.5 0.5
70.00 50.00 43.63 0.5 0.5
75.00 50.00 44.57 0.5 0.5
80.00 50.00 47.44 0.5 0.5
85.00 50.00 45.98 0.5 0.5
90.00 50.00 -156.51 0.5 0.5
0.00 60.00 35.53 0.0 1.0
5.00 60.00 33.44 0.0 1.0
10.00 60.00 34.01 0.0 1.0
15.00 60.00 37.93 0.0 1.0
20.00 60.00 42.18 0.0 1.0
25.00 60.00 45.36 0.0 1.0
30.00 60.00 47.64 0.0 1.0
35.00 60.00 48.80 0.0 1.0
40.00 60.00 48.82 0.0 1.0
45.00 60.00 47.94 0.5 0.5
50.00 60.00 47.47 0.5 0.5
55.00 60.00 47.35 0.5 0.5
60.00 60.00 45.84 0.5 0.5
65.00 60.00 43.06 0.5 0.5
70.00 60.00 43.61 0.5 0.5
75.00 60.00 43.93 0.5 0.5
80.00 60.00 45.70 0.5 0.5
85.00 60.00 43.89 0.5 0.5
90.00 60.00 -158.49 0.5 0.5
0.00 70.00 35.53 0.0 1.0
5.00 70.00 33.53 0.0 1.0
10.00 70.00 34.02 0.0 1.0
15.00 70.00 37.68 0.0 1.0
20.00 70.00 41.64 0.0 1.0
25.00 70.00 44.65 0.0 1.0
30.00 70.00 46.93 0.0 1.0
35.00 70.00 48.56 0.0 1.0
40.00 70.00 49.12 0.0 1.0
45.00 70.00 48.32 0.5 0.5
50.00 70.00 48.25 0.5 0.5
55.00 70.00 48.53 0.5 0.5
60.00 70.00 46.39 0.5 0.5
65.00 70.00 42.47 0.5 0.5
70.00 70.00 42.61 0.5 0.5
75.00 70.00 45.18 0.5 0.5
80.00 70.00 46.37 0.5 0.5
85.00 70.00 44.22 0.5 0.5
90.00 70.00 -159.57 0.5 0.5
0.00 80.00 35.53 0.0 1.0
5.00 80.00 33.71 0.0 1.0
10.00 80.00 33.88 0.0 1.0
15.00 80.00 36.67 0.0 1.0
20.00 80.00 40.14 0.0 1.0
