# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 50.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -15.56 0.0 1.0
5.00 0.00 -13.72 0.0 1.0
10.00 0.00 -10.74 0.0 1.0
15.00 0.00 -7.27 0.0 1.0
20.00 0.00 -3.96 0.0 1.0
25.00 0.00 -1.14 0.0 1.0
30.00 0.00 1.05 0.0 1.0
35.00 0.00 2.59 0.0 1.0
40.00 0.00 3.48 0.0 1.0
45.00 0.00 3.74 0.5 0.5
50.00 0.00 3.40 0.5 0.5
55.00 0.00 2.58 0.5 0.5
60.00 0.00 1.46 0.5 0.5
65.00 0.00 0.38 0.5 0.5
70.00 0.00 -0.45 0.5 0.5
75.00 0.00 -1.29 0.5 0.5
80.00 0.00 -2.98 0.5 0.5
85.00 0.00 -7.30 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -15.73 0.0 1.0
5.00 10.00 -13.97 0.0 1.0
10.00 10.00 -10.96 0.0 1.0
15.00 10.00 -7.46 0.0 1.0
20.00 10.00 -4.12 0.0 1.0
25.00 10.00 -1.29 0.0 1.0
30.00 10.00 0.89 0.0 1.0
35.00 10.00 2.40 0.0 1.0
40.00 10.00 3.25 0.0 1.0
45.00 10.00 3.46 0.5 0.5
50.00 10.00 3.07 0.5 0.5
55.00 10.00 2.17 0.5 0.5
60.00 10.00 0.95 0.5 0.5
65.00 10.00 -0.27 0.5 0.5
70.00 10.00 -1.24 0.5 0.5
75.00 10.00 -2.20 0.5 0.5
80.00 10.00 -3.95 0.5 0.5
85.00 10.00 -8.29 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -15.28 0.0 1.0
5.00 20.00 -14.01 0.0 1.0
10.00 20.00 -11.27 0.0 1.0
15.00 20.00 -7.83 0.0 1.0
20.00 20.00 -4.47 0.0 1.0
25.00 20.00 -1.62 0.0 1.0
30.00 20.00 0.60 0.0 1.0
35.00 20.00 2.14 0.0 1.0
40.00 20.00 3.02 0.0 1.0
