# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 5.3 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -68.84 0.0 1.0
5.00 0.00 -69.01 0.0 1.0
10.00 0.00 -69.18 0.0 1.0
15.00 0.00 -69.36 0.0 1.0
20.00 0.00 -69.53 0.0 1.0
25.00 0.00 -69.71 0.0 1.0
30.00 0.00 -69.88 0.0 1.0
35.00 0.00 -70.06 0.0 1.0
40.00 0.00 -70.23 0.0 1.0
45.00 0.00 -70.42 0.5 0.5
50.00 0.00 -70.62 0.5 0.5
55.00 0.00 -70.86 0.5 0.5
60.00 0.00 -71.13 0.5 0.5
65.00 0.00 -71.49 0.5 0.5
70.00 0.00 -72.00 0.5 0.5
75.00 0.00 -72.78 0.5 0.5
80.00 0.00 -74.19 0.5 0.5
85.00 0.00 -77.54 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -63.45 0.0 1.0
5.00 10.00 -63.46 0.0 1.0
10.00 10.00 -63.46 0.0 1.0
15.00 10.00 -63.48 0.0 1.0
20.00 10.00 -63.50 0.0 1.0
25.00 10.00 -63.53 0.0 1.0
30.00 10.00 -63.56 0.0 1.0
35.00 10.00 -63.61 0.0 1.0
40.00 10.00 -63.68 0.0 1.0
45.00 10.00 -63.77 0.5 0.5
50.00 10.00 -63.88 0.5 0.5
55.00 10.00 -64.04 0.5 0.5
60.00 10.00 -64.25 0.5 0.5
65.00 10.00 -64.56 0.5 0.5
70.00 10.00 -65.02 0.5 0.5
75.00 10.00 -65.77 0.5 0.5
80.00 10.00 -67.16 0.5 0.5
85.00 10.00 -70.50 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -59.74 0.0 1.0
5.00 20.00 -59.73 0.0 1.0
10.00 20.00 -59.72 0.0 1.0
15.00 20.00 -59.72 0.0 1.0
20.00 20.00 -59.72 0.0 1.0
25.00 20.00 -59.74 0.0 1.0
30.00 20.00 -59.77 0.0 1.0
35.00 20.00 -59.81 0.0 1.0
40.00 20.00 -59.87 0.0 1.0
45.00 20.00 -59.95 0.5 0.5
50.00 20.00 -60.07 0.5 0.5
55.00 20.00 -60.22 0.5 0.5
60.00 20.00 -60.43 0.5 0.5
65.00 20.00 -60.74 0.5 0.5
70.00 20.00 -61.20 0.5 0.5
75.00 20.00 -61.95 0.5 0.5
80.00 20.00 -63.34 0.5 0.5
85.00 20.00 -66.68 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 -57.24 0.0 1.0
5.00 30.00 -57.23 0.0 1.0
10.00 30.00 -57.22 0.0 1.0
15.00 30.00 -57.22 0.0 1.0
20.00 30.00 -57.23 0.0 1.0
25.00 30.00 -57.25 0.0 1.0
30.00 30.00 -57.28 0.0 1.0
35.00 30.00 -57.33 0.0 1.0
40.00 30.00 -57.39 0.0 1.0
45.00 30.00 -57.47 0.5 0.5
50.00 30.00 -57.59 0.5 0.5
55.00 30.00 -57.75 0.5 0.5
60.00 30.00 -57.96 0.5 0.5
65.00 30.00 -58.27 0.5 0.5
70.00 30.00 -58.74 0.5 0.5
75.00 30.00 -59.49 0.5 0.5
80.00 30.00 -60.88 0.5 0.5
85.00 30.00 -64.22 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 -55.49 0.0 1.0
5.00 40.00 -55.48 0.0 1.0
10.00 40.00 -55.47 0.0 1.0
15.00 40.00 -55.48 0.0 1.0
20.00 40.00 -55.49 0.0 1.0
25.00 40.00 -55.51 0.0 1.0
30.00 40.00 -55.55 0.0 1.0
35.00 40.00 -55.60 0.0 1.0
40.00 40.00 -55.66 0.0 1.0
45.00 40.00 -55.75 0.5 0.5
50.00 40.00 -55.87 0.5 0.5
55.00 40.00 -56.03 0.5 0.5
60.00 40.00 -56.25 0.5 0.5
65.00 40.00 -56.56 0.5 0.5
70.00 40.00 -57.02 0.5 0.5
75.00 40.00 -57.78 0.5 0.5
80.00 40.00 -59.17 0.5 0.5
85.00 40.00 -62.51 0.5 0.5
90.00 40.00 -999.99 0.5 0.5
0.00 50.00 -54.24 0.0 1.0
5.00 50.00 -54.23 0.0 1.0
10.00 50.00 -54.23 0.0 1.0
15.00 50.00 -54.24 0.0 1.0
20.00 50.00 -54.26 0.0 1.0
25.00 50.00 -54.28 0.0 1.0
30.00 50.00 -54.32 0.0 1.0
35.00 50.00 -54.37 0.0 1.0
40.00 50.00 -54.44 0.0 1.0
