# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 28.0 MHz
# Altitude: 14050 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -4.68 0.0 1.0
5.00 0.00 -6.31 0.0 1.0
10.00 0.00 -7.73 0.0 1.0
15.00 0.00 -8.82 0.0 1.0
20.00 0.00 -9.59 0.0 1.0
25.00 0.00 -10.18 0.0 1.0
30.00 0.00 -10.73 0.0 1.0
35.00 0.00 -11.36 0.0 1.0
40.00 0.00 -12.16 0.0 1.0
45.00 0.00 -13.20 0.5 0.5
50.00 0.00 -14.50 0.5 0.5
55.00 0.00 -16.10 0.5 0.5
60.00 0.00 -17.97 0.5 0.5
65.00 0.00 -19.99 0.5 0.5
70.00 0.00 -21.91 0.5 0.5
75.00 0.00 -23.63 0.5 0.5
80.00 0.00 -25.72 0.5 0.5
85.00 0.00 -30.02 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -5.25 0.0 1.0
5.00 10.00 -7.32 0.0 1.0
10.00 10.00 -9.06 0.0 1.0
15.00 10.00 -10.07 0.0 1.0
20.00 10.00 -10.33 0.0 1.0
25.00 10.00 -10.19 0.0 1.0
30.00 10.00 -10.00 0.0 1.0
35.00 10.00 -9.92 0.0 1.0
40.00 10.00 -9.99 0.0 1.0
45.00 10.00 -10.23 0.5 0.5
50.00 10.00 -10.62 0.5 0.5
55.00 10.00 -11.17 0.5 0.5
60.00 10.00 -11.91 0.5 0.5
65.00 10.00 -12.85 0.5 0.5
70.00 10.00 -14.07 0.5 0.5
75.00 10.00 -15.72 0.5 0.5
80.00 10.00 -18.19 0.5 0.5
85.00 10.00 -22.93 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -6.01 0.0 1.0
5.00 20.00 -8.72 0.0 1.0
10.00 20.00 -11.04 0.0 1.0
15.00 20.00 -11.89 0.0 1.0
20.00 20.00 -11.26 0.0 1.0
25.00 20.00 -10.25 0.0 1.0
30.00 20.00 -9.41 0.0 1.0
35.00 20.00 -8.84 0.0 1.0
40.00 20.00 -8.50 0.0 1.0
45.00 20.00 -8.34 0.5 0.5
50.00 20.00 -8.33 0.5 0.5
55.00 20.00 -8.45 0.5 0.5
60.00 20.00 -8.74 0.5 0.5
65.00 20.00 -9.24 0.5 0.5
70.00 20.00 -10.03 0.5 0.5
75.00 20.00 -11.30 0.5 0.5
80.00 20.00 -13.49 0.5 0.5
85.00 20.00 -18.04 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 -6.96 0.0 1.0
5.00 30.00 -10.54 0.0 1.0
10.00 30.00 -14.10 0.0 1.0
15.00 30.00 -14.57 0.0 1.0
20.00 30.00 -12.38 0.0 1.0
25.00 30.00 -10.39 0.0 1.0
30.00 30.00 -9.02 0.0 1.0
35.00 30.00 -8.13 0.0 1.0
40.00 30.00 -7.57 0.0 1.0
45.00 30.00 -7.22 0.5 0.5
50.00 30.00 -7.01 0.5 0.5
55.00 30.00 -6.93 0.5 0.5
60.00 30.00 -7.00 0.5 0.5
65.00 30.00 -7.28 0.5 0.5
70.00 30.00 -7.87 0.5 0.5
75.00 30.00 -8.96 0.5 0.5
80.00 30.00 -11.01 0.5 0.5
85.00 30.00 -15.47 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 -8.04 0.0 1.0
5.00 40.00 -12.65 0.0 1.0
10.00 40.00 -19.38 0.0 1.0
15.00 40.00 -18.52 0.0 1.0
20.00 40.00 -13.49 0.0 1.0
25.00 40.00 -10.57 0.0 1.0
30.00 40.00 -8.82 0.0 1.0
35.00 40.00 -7.74 0.0 1.0
40.00 40.00 -7.06 0.0 1.0
45.00 40.00 -6.63 0.5 0.5
50.00 40.00 -6.36 0.5 0.5
