# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 21.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 5.47 0.0 1.0
5.00 0.00 3.24 0.0 1.0
10.00 0.00 0.67 0.0 1.0
15.00 0.00 -2.12 0.0 1.0
20.00 0.00 -4.14 0.0 1.0
25.00 0.00 -3.24 0.0 1.0
30.00 0.00 0.01 0.0 1.0
35.00 0.00 3.64 0.0 1.0
40.00 0.00 6.86 0.0 1.0
45.00 0.00 9.39 0.5 0.5
50.00 0.00 11.09 0.5 0.5
55.00 0.00 11.83 0.5 0.5
60.00 0.00 11.42 0.5 0.5
65.00 0.00 9.61 0.5 0.5
70.00 0.00 6.19 0.5 0.5
75.00 0.00 2.74 0.5 0.5
80.00 0.00 2.58 0.5 0.5
85.00 0.00 0.56 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 5.31 0.0 1.0
5.00 10.00 3.05 0.0 1.0
10.00 10.00 0.46 0.0 1.0
15.00 10.00 -2.33 0.0 1.0
20.00 10.00 -4.26 0.0 1.0
25.00 10.00 -3.32 0.0 1.0
30.00 10.00 -0.11 0.0 1.0
35.00 10.00 3.50 0.0 1.0
40.00 10.00 6.73 0.0 1.0
45.00 10.00 9.28 0.5 0.5
50.00 10.00 11.00 0.5 0.5
55.00 10.00 11.74 0.5 0.5
60.00 10.00 11.33 0.5 0.5
65.00 10.00 9.51 0.5 0.5
70.00 10.00 6.09 0.5 0.5
75.00 10.00 2.81 0.5 0.5
80.00 10.00 2.78 0.5 0.5
85.00 10.00 0.74 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 4.87 0.0 1.0
5.00 20.00 2.53 0.0 1.0
10.00 20.00 -0.12 0.0 1.0
15.00 20.00 -2.86 0.0 1.0
20.00 20.00 -4.58 0.0 1.0
25.00 20.00 -3.61 0.0 1.0
30.00 20.00 -0.52 0.0 1.0
35.00 20.00 3.08 0.0 1.0
40.00 20.00 6.37 0.0 1.0
45.00 20.00 8.97 0.5 0.5
50.00 20.00 10.72 0.5 0.5
55.00 20.00 11.47 0.5 0.5
60.00 20.00 11.06 0.5 0.5
65.00 20.00 9.22 0.5 0.5
70.00 20.00 5.87 0.5 0.5
75.00 20.00 3.12 0.5 0.5
80.00 20.00 3.37 0.5 0.5
85.00 20.00 1.27 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 4.12 0.0 1.0
5.00 30.00 1.64 0.0 1.0
10.00 30.00 -1.14 0.0 1.0
15.00 30.00 -3.81 0.0 1.0
20.00 30.00 -5.13 0.0 1.0
25.00 30.00 -4.00 0.0 1.0
30.00 30.00 -1.05 0.0 1.0
35.00 30.00 2.53 0.0 1.0
40.00 30.00 5.89 0.0 1.0
45.00 30.00 8.56 0.5 0.5
50.00 30.00 10.34 0.5 0.5
55.00 30.00 11.10 0.5 0.5
60.00 30.00 10.67 0.5 0.5
65.00 30.00 8.82 0.5 0.5
70.00 30.00 5.66 0.5 0.5
75.00 30.00 3.76 0.5 0.5
80.00 30.00 4.28 0.5 0.5
85.00 30.00 2.06 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 3.01 0.0 1.0
5.00 40.00 0.26 0.0 1.0
10.00 40.00 -2.77 0.0 1.0
15.00 40.00 -5.30 0.0 1.0
20.00 40.00 -5.82 0.0 1.0
25.00 40.00 -4.25 0.0 1.0
30.00 40.00 -1.39 0.0 1.0
35.00 40.00 2.13 0.0 1.0
40.00 40.00 5.50 0.0 1.0
45.00 40.00 8.20 0.5 0.5
50.00 40.00 9.99 0.5 0.5
55.00 40.00 10.74 0.5 0.5
60.00 40.00 10.29 0.5 0.5
65.00 40.00 8.46 0.5 0.5
70.00 40.00 5.69 0.5 0.5
75.00 40.00 4.75 0.5 0.5
80.00 40.00 5.37 0.5 0.5
85.00 40.00 2.98 0.5 0.5
90.00 40.00 -199.03 0.5 0.5
0.00 50.00 1.42 0.0 1.0
5.00 50.00 -1.83 0.0 1.0
10.00 50.00 -5.35 0.0 1.0
15.00 50.00 -7.21 0.0 1.0
