# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 432.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 33.62 0.0 1.0
5.00 0.00 39.83 0.0 1.0
10.00 0.00 44.22 0.0 1.0
15.00 0.00 44.31 0.0 1.0
20.00 0.00 42.99 0.0 1.0
25.00 0.00 42.01 0.0 1.0
30.00 0.00 39.22 0.0 1.0
35.00 0.00 26.66 0.0 1.0
40.00 0.00 36.35 0.0 1.0
45.00 0.00 42.03 0.5 0.5
50.00 0.00 43.15 0.5 0.5
55.00 0.00 41.63 0.5 0.5
60.00 0.00 37.71 0.5 0.5
65.00 0.00 31.69 0.5 0.5
70.00 0.00 30.39 0.5 0.5
75.00 0.00 32.04 0.5 0.5
80.00 0.00 31.26 0.5 0.5
85.00 0.00 28.87 0.5 0.5
90.00 0.00 29.64 0.5 0.5
95.00 0.00 32.97 0.5 0.5
100.00 0.00 34.87 0.5 0.5
105.00 0.00 34.84 0.5 0.5
110.00 0.00 32.90 0.5 0.5
115.00 0.00 32.71 0.5 0.5
120.00 0.00 37.41 0.5 0.5
125.00 0.00 40.89 0.5 0.5
130.00 0.00 42.09 0.5 0.5
135.00 0.00 40.61 0.5 0.5
140.00 0.00 34.12 1.0 0.0
145.00 0.00 28.84 1.0 0.0
150.00 0.00 38.94 1.0 0.0
155.00 0.00 41.37 1.0 0.0
160.00 0.00 42.00 1.0 0.0
165.00 0.00 42.80 1.0 0.0
170.00 0.00 42.15 1.0 0.0
175.00 0.00 36.32 1.0 0.0
180.00 0.00 33.47 1.0 0.0
0.00 10.00 33.62 0.0 1.0
5.00 10.00 39.54 0.0 1.0
10.00 10.00 43.86 0.0 1.0
15.00 10.00 43.82 0.0 1.0
20.00 10.00 42.26 0.0 1.0
25.00 10.00 41.33 0.0 1.0
30.00 10.00 39.09 0.0 1.0
35.00 10.00 29.65 0.0 1.0
40.00 10.00 33.30 0.0 1.0
45.00 10.00 40.13 0.5 0.5
50.00 10.00 41.58 0.5 0.5
55.00 10.00 40.36 0.5 0.5
60.00 10.00 37.23 0.5 0.5
65.00 10.00 34.12 0.5 0.5
70.00 10.00 34.15 0.5 0.5
75.00 10.00 34.94 0.5 0.5
80.00 10.00 34.81 0.5 0.5
85.00 10.00 34.25 0.5 0.5
90.00 10.00 34.24 0.5 0.5
95.00 10.00 34.80 0.5 0.5
100.00 10.00 34.90 0.5 0.5
105.00 10.00 33.71 0.5 0.5
110.00 10.00 31.84 0.5 0.5
115.00 10.00 34.60 0.5 0.5
120.00 10.00 39.19 0.5 0.5
125.00 10.00 41.93 0.5 0.5
130.00 10.00 42.54 0.5 0.5
135.00 10.00 40.48 0.5 0.5
140.00 10.00 32.72 1.0 0.0
145.00 10.00 31.45 1.0 0.0
150.00 10.00 39.69 1.0 0.0
155.00 10.00 41.89 1.0 0.0
160.00 10.00 42.67 1.0 0.0
165.00 10.00 43.37 1.0 0.0
170.00 10.00 42.40 1.0 0.0
175.00 10.00 36.28 1.0 0.0
180.00 10.00 33.47 1.0 0.0
0.00 20.00 33.62 0.0 1.0
5.00 20.00 38.97 0.0 1.0
10.00 20.00 43.33 0.0 1.0
15.00 20.00 43.31 0.0 1.0
20.00 20.00 41.50 0.0 1.0
25.00 20.00 40.59 0.0 1.0
30.00 20.00 39.54 0.0 1.0
35.00 20.00 34.87 0.0 1.0
40.00 20.00 19.71 0.0 1.0
45.00 20.00 34.63 0.5 0.5
50.00 20.00 37.89 0.5 0.5
55.00 20.00 37.74 0.5 0.5
60.00 20.00 36.18 0.5 0.5
65.00 20.00 35.66 0.5 0.5
70.00 20.00 36.82 0.5 0.5
75.00 20.00 37.84 0.5 0.5
80.00 20.00 38.14 0.5 0.5
85.00 20.00 37.87 0.5 0.5
90.00 20.00 37.29 0.5 0.5
95.00 20.00 36.44 0.5 0.5
100.00 20.00 35.15 0.5 0.5
105.00 20.00 34.04 0.5 0.5
110.00 20.00 35.77 0.5 0.5
115.00 20.00 39.38 0.5 0.5
120.00 20.00 42.12 0.5 0.5
125.00 20.00 43.30 0.5 0.5
130.00 20.00 42.57 0.5 0.5
135.00 20.00 38.80 0.5 0.5
140.00 20.00 25.99 1.0 0.0
145.00 20.00 35.84 1.0 0.0
150.00 20.00 40.88 1.0 0.0
155.00 20.00 42.45 1.0 0.0
160.00 20.00 43.34 1.0 0.0
165.00 20.00 43.88 1.0 0.0
170.00 20.00 42.45 1.0 0.0
175.00 20.00 35.86 1.0 0.0
180.00 20.00 33.47 1.0 0.0
0.00 30.00 33.62 0.0 1.0
5.00 30.00 38.11 0.0 1.0
10.00 30.00 42.59 0.0 1.0
15.00 30.00 42.80 0.0 1.0
20.00 30.00 40.87 0.0 1.0
25.00 30.00 39.64 0.0 1.0
30.00 30.00 39.68 0.0 1.0
35.00 30.00 38.16 0.0 1.0
40.00 30.00 33.43 0.0 1.0
45.00 30.00 24.75 0.5 0.5
50.00 30.00 28.21 0.5 0.5
55.00 30.00 30.17 0.5 0.5
60.00 30.00 30.04 0.5 0.5
65.00 30.00 31.73 0.5 0.5
70.00 30.00 34.40 0.5 0.5
75.00 30.00 36.16 0.5 0.5
80.00 30.00 36.83 0.5 0.5
85.00 30.00 36.58 0.5 0.5
90.00 30.00 35.55 0.5 0.5
95.00 30.00 34.08 0.5 0.5
100.00 30.00 33.99 0.5 0.5
105.00 30.00 36.75 0.5 0.5
110.00 30.00 40.01 0.5 0.5
115.00 30.00 42.33 0.5 0.5
120.00 30.00 43.39 0.5 0.5
125.00 30.00 42.89 0.5 0.5
