# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 432.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 52.68 0.0 1.0
5.00 0.00 51.51 0.0 1.0
10.00 0.00 53.97 0.0 1.0
15.00 0.00 43.88 0.0 1.0
20.00 0.00 53.34 0.0 1.0
25.00 0.00 49.54 0.0 1.0
30.00 0.00 45.68 0.0 1.0
35.00 0.00 49.15 0.0 1.0
40.00 0.00 42.22 0.0 1.0
45.00 0.00 45.75 0.5 0.5
50.00 0.00 48.09 0.5 0.5
55.00 0.00 45.59 0.5 0.5
60.00 0.00 49.88 0.5 0.5
65.00 0.00 56.44 0.5 0.5
70.00 0.00 59.02 0.5 0.5
75.00 0.00 58.90 0.5 0.5
80.00 0.00 56.47 0.5 0.5
85.00 0.00 50.74 0.5 0.5
90.00 0.00 38.65 0.5 0.5
95.00 0.00 51.74 0.5 0.5
100.00 0.00 56.69 0.5 0.5
105.00 0.00 58.78 0.5 0.5
110.00 0.00 58.60 0.5 0.5
115.00 0.00 54.71 0.5 0.5
120.00 0.00 43.32 0.5 0.5
125.00 0.00 55.20 0.5 0.5
130.00 0.00 53.65 0.5 0.5
135.00 0.00 40.13 0.5 0.5
140.00 0.00 50.17 1.0 0.0
145.00 0.00 48.64 1.0 0.0
150.00 0.00 50.24 1.0 0.0
155.00 0.00 53.99 1.0 0.0
160.00 0.00 41.69 1.0 0.0
165.00 0.00 49.78 1.0 0.0
170.00 0.00 48.19 1.0 0.0
175.00 0.00 47.53 1.0 0.0
180.00 0.00 44.23 1.0 0.0
0.00 10.00 52.68 0.0 1.0
5.00 10.00 51.56 0.0 1.0
10.00 10.00 53.79 0.0 1.0
15.00 10.00 43.97 0.0 1.0
20.00 10.00 53.19 0.0 1.0
25.00 10.00 48.87 0.0 1.0
30.00 10.00 45.81 0.0 1.0
35.00 10.00 49.20 0.0 1.0
40.00 10.00 41.93 0.0 1.0
45.00 10.00 44.93 0.5 0.5
50.00 10.00 46.72 0.5 0.5
55.00 10.00 45.36 0.5 0.5
60.00 10.00 47.64 0.5 0.5
65.00 10.00 54.35 0.5 0.5
70.00 10.00 57.83 0.5 0.5
75.00 10.00 58.86 0.5 0.5
80.00 10.00 58.30 0.5 0.5
85.00 10.00 57.00 0.5 0.5
90.00 10.00 56.37 0.5 0.5
95.00 10.00 57.36 0.5 0.5
100.00 10.00 58.81 0.5 0.5
105.00 10.00 59.40 0.5 0.5
110.00 10.00 58.16 0.5 0.5
115.00 10.00 52.94 0.5 0.5
120.00 10.00 46.90 0.5 0.5
125.00 10.00 55.42 0.5 0.5
130.00 10.00 52.45 0.5 0.5
135.00 10.00 43.95 0.5 0.5
140.00 10.00 50.17 1.0 0.0
145.00 10.00 48.77 1.0 0.0
150.00 10.00 50.81 1.0 0.0
155.00 10.00 53.98 1.0 0.0
160.00 10.00 37.62 1.0 0.0
165.00 10.00 50.25 1.0 0.0
170.00 10.00 47.60 1.0 0.0
175.00 10.00 47.90 1.0 0.0
180.00 10.00 44.23 1.0 0.0
0.00 20.00 52.68 0.0 1.0
5.00 20.00 51.66 0.0 1.0
10.00 20.00 53.53 0.0 1.0
15.00 20.00 46.04 0.0 1.0
20.00 20.00 52.50 0.0 1.0
25.00 20.00 50.22 0.0 1.0
30.00 20.00 43.58 0.0 1.0
35.00 20.00 49.70 0.0 1.0
40.00 20.00 45.60 0.0 1.0
45.00 20.00 41.77 0.5 0.5
50.00 20.00 46.49 0.5 0.5
55.00 20.00 45.47 0.5 0.5
60.00 20.00 44.51 0.5 0.5
65.00 20.00 47.88 0.5 0.5
70.00 20.00 52.97 0.5 0.5
75.00 20.00 56.16 0.5 0.5
80.00 20.00 57.82 0.5 0.5
85.00 20.00 58.61 0.5 0.5
90.00 20.00 58.96 0.5 0.5
95.00 20.00 59.02 0.5 0.5
100.00 20.00 58.54 0.5 0.5
105.00 20.00 56.86 0.5 0.5
110.00 20.00 52.47 0.5 0.5
115.00 20.00 45.61 0.5 0.5
120.00 20.00 53.55 0.5 0.5
125.00 20.00 54.55 0.5 0.5
130.00 20.00 43.71 0.5 0.5
135.00 20.00 49.61 0.5 0.5
140.00 20.00 49.29 1.0 0.0
145.00 20.00 49.03 1.0 0.0
150.00 20.00 52.65 1.0 0.0
155.00 20.00 53.03 1.0 0.0
160.00 20.00 34.04 1.0 0.0
165.00 20.00 50.76 1.0 0.0
170.00 20.00 46.42 1.0 0.0
175.00 20.00 48.30 1.0 0.0
180.00 20.00 44.23 1.0 0.0
0.00 30.00 52.68 0.0 1.0
5.00 30.00 51.82 0.0 1.0
10.00 30.00 53.11 0.0 1.0
15.00 30.00 48.98 0.0 1.0
20.00 30.00 50.39 0.0 1.0
25.00 30.00 52.54 0.0 1.0
30.00 30.00 38.40 0.0 1.0
35.00 30.00 48.75 0.0 1.0
40.00 30.00 49.88 0.0 1.0
45.00 30.00 43.14 0.5 0.5
50.00 30.00 42.64 0.5 0.5
55.00 30.00 47.03 0.5 0.5
60.00 30.00 46.16 0.5 0.5
65.00 30.00 44.29 0.5 0.5
70.00 30.00 43.84 0.5 0.5
75.00 30.00 45.64 0.5 0.5
80.00 30.00 48.19 0.5 0.5
85.00 30.00 49.96 0.5 0.5
90.00 30.00 50.55 0.5 0.5
95.00 30.00 49.75 0.5 0.5
100.00 30.00 47.16 0.5 0.5
105.00 30.00 45.31 0.5 0.5
110.00 30.00 50.15 0.5 0.5
115.00 30.00 53.55 0.5 0.5
120.00 30.00 52.83 0.5 0.5
125.00 30.00 44.10 0.5 0.5
130.00 30.00 48.64 0.5 0.5
135.00 30.00 50.20 0.5 0.5
140.00 30.00 49.38 1.0 0.0
145.00 30.00 50.17 1.0 0.0
150.00 30.00 54.41 1.0 0.0
155.00 30.00 48.74 1.0 0.0
160.00 30.00 46.00 1.0 0.0
165.00 30.00 50.56 1.0 0.0
170.00 30.00 45.27 1.0 0.0
175.00 30.00 48.68 1.0 0.0
180.00 30.00 44.23 1.0 0.0
0.00 40.00 52.68 0.0 1.0
5.00 40.00 52.06 0.0 1.0
10.00 40.00 52.49 0.0 1.0
15.00 40.00 51.35 0.0 1.0
20.00 40.00 44.29 0.0 1.0
25.00 40.00 53.47 0.0 1.0
30.00 40.00 49.62 0.0 1.0
35.00 40.00 38.82 0.0 1.0
40.00 40.00 49.53 0.0 1.0
45.00 40.00 50.75 0.5 0.5
50.00 40.00 47.70 0.5 0.5
55.00 40.00 37.84 0.5 0.5
60.00 40.00 42.99 0.5 0.5
65.00 40.00 46.85 0.5 0.5
70.00 40.00 47.57 0.5 0.5
75.00 40.00 47.43 0.5 0.5
80.00 40.00 47.38 0.5 0.5
85.00 40.00 47.76 0.5 0.5
90.00 40.00 48.60 0.5 0.5
