# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 18.1 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -71.75 0.0 1.0
5.00 0.00 -76.13 0.0 1.0
10.00 0.00 -73.33 0.0 1.0
15.00 0.00 -68.90 0.0 1.0
20.00 0.00 -65.79 0.0 1.0
25.00 0.00 -63.57 0.0 1.0
30.00 0.00 -61.92 0.0 1.0
35.00 0.00 -60.66 0.0 1.0
40.00 0.00 -59.71 0.0 1.0
45.00 0.00 -59.00 0.5 0.5
50.00 0.00 -58.50 0.5 0.5
55.00 0.00 -58.20 0.5 0.5
60.00 0.00 -58.10 0.5 0.5
65.00 0.00 -58.25 0.5 0.5
70.00 0.00 -58.71 0.5 0.5
75.00 0.00 -59.66 0.5 0.5
80.00 0.00 -61.51 0.5 0.5
85.00 0.00 -65.70 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -48.01 0.0 1.0
5.00 10.00 -47.75 0.0 1.0
10.00 10.00 -47.50 0.0 1.0
15.00 10.00 -47.28 0.0 1.0
20.00 10.00 -47.08 0.0 1.0
25.00 10.00 -46.92 0.0 1.0
30.00 10.00 -46.79 0.0 1.0
35.00 10.00 -46.71 0.0 1.0
40.00 10.00 -46.67 0.0 1.0
45.00 10.00 -46.69 0.5 0.5
50.00 10.00 -46.77 0.5 0.5
55.00 10.00 -46.94 0.5 0.5
60.00 10.00 -47.23 0.5 0.5
65.00 10.00 -47.67 0.5 0.5
70.00 10.00 -48.36 0.5 0.5
75.00 10.00 -49.48 0.5 0.5
80.00 10.00 -51.45 0.5 0.5
85.00 10.00 -55.72 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -42.09 0.0 1.0
5.00 20.00 -41.95 0.0 1.0
10.00 20.00 -41.83 0.0 1.0
15.00 20.00 -41.73 0.0 1.0
20.00 20.00 -41.65 0.0 1.0
25.00 20.00 -41.60 0.0 1.0
30.00 20.00 -41.57 0.0 1.0
35.00 20.00 -41.58 0.0 1.0
40.00 20.00 -41.62 0.0 1.0
45.00 20.00 -41.71 0.5 0.5
50.00 20.00 -41.86 0.5 0.5
55.00 20.00 -42.09 0.5 0.5
60.00 20.00 -42.42 0.5 0.5
65.00 20.00 -42.90 0.5 0.5
70.00 20.00 -43.63 0.5 0.5
75.00 20.00 -44.77 0.5 0.5
80.00 20.00 -46.75 0.5 0.5
85.00 20.00 -51.03 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 -38.78 0.0 1.0
5.00 30.00 -38.68 0.0 1.0
10.00 30.00 -38.61 0.0 1.0
15.00 30.00 -38.54 0.0 1.0
20.00 30.00 -38.50 0.0 1.0
25.00 30.00 -38.49 0.0 1.0
30.00 30.00 -38.49 0.0 1.0
35.00 30.00 -38.53 0.0 1.0
40.00 30.00 -38.61 0.0 1.0
45.00 30.00 -38.72 0.5 0.5
50.00 30.00 -38.90 0.5 0.5
55.00 30.00 -39.14 0.5 0.5
60.00 30.00 -39.49 0.5 0.5
65.00 30.00 -39.99 0.5 0.5
70.00 30.00 -40.72 0.5 0.5
75.00 30.00 -41.87 0.5 0.5
80.00 30.00 -43.86 0.5 0.5
85.00 30.00 -48.14 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 -36.59 0.0 1.0
5.00 40.00 -36.51 0.0 1.0
10.00 40.00 -36.46 0.0 1.0
15.00 40.00 -36.42 0.0 1.0
20.00 40.00 -36.40 0.0 1.0
25.00 40.00 -36.40 0.0 1.0
30.00 40.00 -36.42 0.0 1.0
35.00 40.00 -36.48 0.0 1.0
40.00 40.00 -36.57 0.0 1.0
45.00 40.00 -36.70 0.5 0.5
50.00 40.00 -36.88 0.5 0.5
55.00 40.00 -37.14 0.5 0.5
60.00 40.00 -37.49 0.5 0.5
65.00 40.00 -38.00 0.5 0.5
70.00 40.00 -38.74 0.5 0.5
75.00 40.00 -39.89 0.5 0.5
80.00 40.00 -41.88 0.5 0.5
85.00 40.00 -46.17 0.5 0.5
90.00 40.00 -999.99 0.5 0.5
0.00 50.00 -35.06 0.0 1.0
5.00 50.00 -35.00 0.0 1.0
10.00 50.00 -34.95 0.0 1.0
15.00 50.00 -34.92 0.0 1.0
20.00 50.00 -34.91 0.0 1.0
25.00 50.00 -34.93 0.0 1.0
30.00 50.00 -34.96 0.0 1.0
35.00 50.00 -35.03 0.0 1.0
40.00 50.00 -35.13 0.0 1.0
45.00 50.00 -35.27 0.5 0.5
50.00 50.00 -35.46 0.5 0.5
55.00 50.00 -35.72 0.5 0.5
60.00 50.00 -36.08 0.5 0.5
65.00 50.00 -36.59 0.5 0.5
70.00 50.00 -37.34 0.5 0.5
75.00 50.00 -38.49 0.5 0.5
80.00 50.00 -40.49 0.5 0.5
85.00 50.00 -44.77 0.5 0.5
90.00 50.00 -999.99 0.5 0.5
0.00 60.00 -33.99 0.0 1.0
5.00 60.00 -33.93 0.0 1.0
10.00 60.00 -33.90 0.0 1.0
15.00 60.00 -33.88 0.0 1.0
20.00 60.00 -33.88 0.0 1.0
25.00 60.00 -33.90 0.0 1.0
