# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 144 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
10.00 0.00 3.81 0.0 1.0
15.00 0.00 5.45 0.0 1.0
20.00 0.00 6.62 0.0 1.0
25.00 0.00 6.60 0.0 1.0
30.00 0.00 5.16 0.0 1.0
35.00 0.00 5.69 0.0 1.0
40.00 0.00 8.89 0.0 1.0
45.00 0.00 9.89 0.5 0.5
50.00 0.00 9.15 0.5 0.5
55.00 0.00 10.55 0.5 0.5
60.00 0.00 11.09 0.5 0.5
65.00 0.00 9.64 0.5 0.5
70.00 0.00 10.71 0.5 0.5
75.00 0.00 9.46 0.5 0.5
80.00 0.00 7.56 0.5 0.5
85.00 0.00 10.40 0.5 0.5
90.00 0.00 -190.09 0.5 0.5
10.00 5.00 4.22 0.0 1.0
15.00 5.00 5.94 0.0 1.0
20.00 5.00 7.08 0.0 1.0
25.00 5.00 6.92 0.0 1.0
30.00 5.00 5.18 0.0 1.0
35.00 5.00 5.66 0.0 1.0
40.00 5.00 9.09 0.0 1.0
45.00 5.00 9.77 0.5 0.5
50.00 5.00 9.09 0.5 0.5
55.00 5.00 12.27 0.5 0.5
60.00 5.00 12.06 0.5 0.5
65.00 5.00 10.61 0.5 0.5
70.00 5.00 12.09 0.5 0.5
75.00 5.00 10.16 0.5 0.5
80.00 5.00 7.28 0.5 0.5
85.00 5.00 11.30 0.5 0.5
90.00 5.00 -187.79 0.5 0.5
10.00 10.00 4.92 0.0 1.0
15.00 10.00 6.83 0.0 1.0
20.00 10.00 7.84 0.0 1.0
25.00 10.00 7.29 0.0 1.0
30.00 10.00 5.01 0.0 1.0
35.00 10.00 5.45 0.0 1.0
40.00 10.00 9.45 0.0 1.0
45.00 10.00 10.82 0.5 0.5
50.00 10.00 10.69 0.5 0.5
55.00 10.00 14.80 0.5 0.5
60.00 10.00 15.07 0.5 0.5
65.00 10.00 13.24 0.5 0.5
70.00 10.00 14.55 0.5 0.5
75.00 10.00 11.90 0.5 0.5
80.00 10.00 8.15 0.5 0.5
85.00 10.00 11.25 0.5 0.5
90.00 10.00 -186.77 0.5 0.5
10.00 15.00 5.76 0.0 1.0
15.00 15.00 7.88 0.0 1.0
20.00 15.00 8.75 0.0 1.0
25.00 15.00 7.69 0.0 1.0
30.00 15.00 4.66 0.0 1.0
35.00 15.00 5.10 0.0 1.0
40.00 15.00 9.90 0.0 1.0
45.00 15.00 12.45 0.5 0.5
50.00 15.00 12.94 0.5 0.5
55.00 15.00 17.02 0.5 0.5
60.00 15.00 17.89 0.5 0.5
65.00 15.00 16.00 0.5 0.5
70.00 15.00 16.94 0.5 0.5
75.00 15.00 14.15 0.5 0.5
80.00 15.00 10.59 0.5 0.5
85.00 15.00 9.88 0.5 0.5
90.00 15.00 -187.07 0.5 0.5
10.00 20.00 6.65 0.0 1.0
15.00 20.00 8.96 0.0 1.0
20.00 20.00 9.71 0.0 1.0
25.00 20.00 8.16 0.0 1.0
30.00 20.00 4.33 0.0 1.0
35.00 20.00 4.84 0.0 1.0
40.00 20.00 10.32 0.0 1.0
45.00 20.00 14.01 0.5 0.5
50.00 20.00 14.99 0.5 0.5
55.00 20.00 18.73 0.5 0.5
60.00 20.00 20.06 0.5 0.5
65.00 20.00 18.34 0.5 0.5
70.00 20.00 18.93 0.5 0.5
75.00 20.00 16.29 0.5 0.5
80.00 20.00 13.56 0.5 0.5
85.00 20.00 6.95 0.5 0.5
90.00 20.00 -188.80 0.5 0.5
10.00 25.00 7.51 0.0 1.0
15.00 25.00 9.99 0.0 1.0
20.00 25.00 10.68 0.0 1.0
25.00 25.00 8.79 0.0 1.0
30.00 25.00 4.42 0.0 1.0
35.00 25.00 5.13 0.0 1.0
40.00 25.00 10.62 0.0 1.0
45.00 25.00 15.22 0.5 0.5
50.00 25.00 16.60 0.5 0.5
55.00 25.00 19.95 0.5 0.5
60.00 25.00 21.63 0.5 0.5
65.00 25.00 20.16 0.5 0.5
70.00 25.00 20.48 0.5 0.5
75.00 25.00 18.06 0.5 0.5
80.00 25.00 16.22 0.5 0.5
85.00 25.00 4.98 0.5 0.5
90.00 25.00 -192.33 0.5 0.5
10.00 30.00 8.31 0.0 1.0
15.00 30.00 10.94 0.0 1.0
20.00 30.00 11.64 0.0 1.0
25.00 30.00 9.62 0.0 1.0
30.00 30.00 5.35 0.0 1.0
35.00 30.00 6.36 0.0 1.0
40.00 30.00 10.81 0.0 1.0
45.00 30.00 16.02 0.5 0.5
50.00 30.00 17.79 0.5 0.5
55.00 30.00 20.75 0.5 0.5
60.00 30.00 22.70 0.5 0.5
65.00 30.00 21.52 0.5 0.5
70.00 30.00 21.65 0.5 0.5
75.00 30.00 19.39 0.5 0.5
80.00 30.00 18.33 0.5 0.5
85.00 30.00 8.60 0.5 0.5
90.00 30.00 -197.56 0.5 0.5
10.00 35.00 9.04 0.0 1.0
15.00 35.00 11.81 0.0 1.0
20.00 35.00 12.59 0.0 1.0
25.00 35.00 10.66 0.0 1.0
30.00 35.00 7.06 0.0 1.0
35.00 35.00 8.34 0.0 1.0
40.00 35.00 11.08 0.0 1.0
45.00 35.00 16.44 0.5 0.5
50.00 35.00 18.59 0.5 0.5
55.00 35.00 21.21 0.5 0.5
60.00 35.00 23.33 0.5 0.5
65.00 35.00 22.47 0.5 0.5
70.00 35.00 22.48 0.5 0.5
75.00 35.00 20.33 0.5 0.5
80.00 35.00 19.91 0.5 0.5
85.00 35.00 12.24 0.5 0.5
90.00 35.00 -196.68 0.5 0.5
10.00 40.00 9.69 0.0 1.0
15.00 40.00 12.60 0.0 1.0
20.00 40.00 13.51 0.0 1.0
25.00 40.00 11.84 0.0 1.0
30.00 40.00 9.11 0.0 1.0
35.00 40.00 10.56 0.0 1.0
40.00 40.00 11.71 0.0 1.0
45.00 40.00 16.57 0.5 0.5
