# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 144 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
10.00 0.00 3.24 0.0 1.0
15.00 0.00 4.42 0.0 1.0
20.00 0.00 7.72 0.0 1.0
25.00 0.00 10.51 0.0 1.0
30.00 0.00 11.34 0.0 1.0
35.00 0.00 11.00 0.0 1.0
40.00 0.00 12.38 0.0 1.0
45.00 0.00 12.98 0.5 0.5
50.00 0.00 12.36 0.5 0.5
55.00 0.00 12.98 0.5 0.5
60.00 0.00 11.62 0.5 0.5
65.00 0.00 12.00 0.5 0.5
70.00 0.00 9.79 0.5 0.5
75.00 0.00 10.58 0.5 0.5
80.00 0.00 6.03 0.5 0.5
85.00 0.00 10.35 0.5 0.5
90.00 0.00 -188.51 0.5 0.5
10.00 5.00 3.83 0.0 1.0
15.00 5.00 4.27 0.0 1.0
20.00 5.00 7.10 0.0 1.0
25.00 5.00 10.27 0.0 1.0
30.00 5.00 11.54 0.0 1.0
35.00 5.00 11.24 0.0 1.0
40.00 5.00 12.68 0.0 1.0
45.00 5.00 13.41 0.5 0.5
50.00 5.00 13.37 0.5 0.5
55.00 5.00 14.23 0.5 0.5
60.00 5.00 12.09 0.5 0.5
65.00 5.00 13.13 0.5 0.5
70.00 5.00 9.93 0.5 0.5
75.00 5.00 10.73 0.5 0.5
80.00 5.00 7.69 0.5 0.5
85.00 5.00 12.71 0.5 0.5
90.00 5.00 -184.16 0.5 0.5
10.00 10.00 4.40 0.0 1.0
15.00 10.00 4.14 0.0 1.0
20.00 10.00 6.43 0.0 1.0
25.00 10.00 9.77 0.0 1.0
30.00 10.00 11.64 0.0 1.0
35.00 10.00 12.34 0.0 1.0
40.00 10.00 14.15 0.0 1.0
45.00 10.00 15.47 0.5 0.5
50.00 10.00 15.90 0.5 0.5
55.00 10.00 17.05 0.5 0.5
