# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 5.3 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -96.54 0.0 1.0
5.00 0.00 -95.94 0.0 1.0
10.00 0.00 -95.10 0.0 1.0
15.00 0.00 -94.17 0.0 1.0
20.00 0.00 -93.25 0.0 1.0
25.00 0.00 -92.39 0.0 1.0
30.00 0.00 -91.61 0.0 1.0
35.00 0.00 -90.92 0.0 1.0
40.00 0.00 -90.33 0.0 1.0
45.00 0.00 -89.85 0.5 0.5
50.00 0.00 -89.46 0.5 0.5
55.00 0.00 -89.19 0.5 0.5
60.00 0.00 -89.04 0.5 0.5
65.00 0.00 -89.05 0.5 0.5
70.00 0.00 -89.27 0.5 0.5
75.00 0.00 -89.83 0.5 0.5
80.00 0.00 -91.09 0.5 0.5
85.00 0.00 -94.35 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -73.66 0.0 1.0
5.00 10.00 -73.65 0.0 1.0
10.00 10.00 -73.64 0.0 1.0
15.00 10.00 -73.64 0.0 1.0
20.00 10.00 -73.65 0.0 1.0
25.00 10.00 -73.67 0.0 1.0
30.00 10.00 -73.69 0.0 1.0
35.00 10.00 -73.73 0.0 1.0
40.00 10.00 -73.79 0.0 1.0
45.00 10.00 -73.87 0.5 0.5
50.00 10.00 -73.98 0.5 0.5
55.00 10.00 -74.12 0.5 0.5
60.00 10.00 -74.33 0.5 0.5
65.00 10.00 -74.64 0.5 0.5
70.00 10.00 -75.10 0.5 0.5
75.00 10.00 -75.84 0.5 0.5
80.00 10.00 -77.23 0.5 0.5
85.00 10.00 -80.57 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -67.47 0.0 1.0
5.00 20.00 -67.47 0.0 1.0
10.00 20.00 -67.48 0.0 1.0
15.00 20.00 -67.49 0.0 1.0
20.00 20.00 -67.51 0.0 1.0
25.00 20.00 -67.54 0.0 1.0
30.00 20.00 -67.58 0.0 1.0
35.00 20.00 -67.63 0.0 1.0
40.00 20.00 -67.71 0.0 1.0
45.00 20.00 -67.80 0.5 0.5
50.00 20.00 -67.92 0.5 0.5
55.00 20.00 -68.08 0.5 0.5
60.00 20.00 -68.30 0.5 0.5
65.00 20.00 -68.62 0.5 0.5
70.00 20.00 -69.09 0.5 0.5
75.00 20.00 -69.84 0.5 0.5
80.00 20.00 -71.23 0.5 0.5
85.00 20.00 -74.57 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 -64.07 0.0 1.0
5.00 30.00 -64.07 0.0 1.0
10.00 30.00 -64.08 0.0 1.0
15.00 30.00 -64.10 0.0 1.0
20.00 30.00 -64.12 0.0 1.0
25.00 30.00 -64.15 0.0 1.0
30.00 30.00 -64.20 0.0 1.0
35.00 30.00 -64.26 0.0 1.0
40.00 30.00 -64.33 0.0 1.0
45.00 30.00 -64.43 0.5 0.5
50.00 30.00 -64.55 0.5 0.5
55.00 30.00 -64.72 0.5 0.5
60.00 30.00 -64.94 0.5 0.5
65.00 30.00 -65.26 0.5 0.5
70.00 30.00 -65.73 0.5 0.5
75.00 30.00 -66.48 0.5 0.5
80.00 30.00 -67.88 0.5 0.5
85.00 30.00 -71.22 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 -61.84 0.0 1.0
5.00 40.00 -61.84 0.0 1.0
10.00 40.00 -61.85 0.0 1.0
15.00 40.00 -61.87 0.0 1.0
20.00 40.00 -61.89 0.0 1.0
25.00 40.00 -61.93 0.0 1.0
30.00 40.00 -61.97 0.0 1.0
35.00 40.00 -62.03 0.0 1.0
40.00 40.00 -62.11 0.0 1.0
45.00 40.00 -62.20 0.5 0.5
50.00 40.00 -62.33 0.5 0.5
55.00 40.00 -62.50 0.5 0.5
60.00 40.00 -62.72 0.5 0.5
65.00 40.00 -63.04 0.5 0.5
70.00 40.00 -63.51 0.5 0.5
75.00 40.00 -64.26 0.5 0.5
80.00 40.00 -65.66 0.5 0.5
85.00 40.00 -69.00 0.5 0.5
90.00 40.00 -999.99 0.5 0.5
0.00 50.00 -60.28 0.0 1.0
5.00 50.00 -60.28 0.0 1.0
10.00 50.00 -60.29 0.0 1.0
15.00 50.00 -60.31 0.0 1.0
20.00 50.00 -60.34 0.0 1.0
25.00 50.00 -60.37 0.0 1.0
30.00 50.00 -60.42 0.0 1.0
35.00 50.00 -60.48 0.0 1.0
40.00 50.00 -60.55 0.0 1.0
45.00 50.00 -60.65 0.5 0.5
50.00 50.00 -60.78 0.5 0.5
55.00 50.00 -60.94 0.5 0.5
60.00 50.00 -61.17 0.5 0.5
65.00 50.00 -61.49 0.5 0.5
70.00 50.00 -61.96 0.5 0.5
75.00 50.00 -62.72 0.5 0.5
80.00 50.00 -64.11 0.5 0.5
85.00 50.00 -67.45 0.5 0.5
90.00 50.00 -999.99 0.5 0.5
0.00 60.00 -59.19 0.0 1.0
5.00 60.00 -59.19 0.0 1.0
10.00 60.00 -59.20 0.0 1.0
15.00 60.00 -59.22 0.0 1.0
20.00 60.00 -59.25 0.0 1.0
25.00 60.00 -59.28 0.0 1.0
30.00 60.00 -59.33 0.0 1.0
35.00 60.00 -59.39 0.0 1.0
40.00 60.00 -59.47 0.0 1.0
45.00 60.00 -59.56 0.5 0.5
50.00 60.00 -59.69 0.5 0.5
55.00 60.00 -59.86 0.5 0.5
60.00 60.00 -60.08 0.5 0.5
65.00 60.00 -60.40 0.5 0.5
70.00 60.00 -60.87 0.5 0.5
75.00 60.00 -61.63 0.5 0.5
80.00 60.00 -63.02 0.5 0.5
85.00 60.00 -66.36 0.5 0.5
90.00 60.00 -999.99 0.5 0.5
0.00 70.00 -58.46 0.0 1.0
5.00 70.00 -58.46 0.0 1.0
10.00 70.00 -58.47 0.0 1.0
15.00 70.00 -58.49 0.0 1.0
20.00 70.00 -58.52 0.0 1.0
25.00 70.00 -58.55 0.0 1.0
30.00 70.00 -58.60 0.0 1.0
35.00 70.00 -58.66 0.0 1.0
40.00 70.00 -58.74 0.0 1.0
45.00 70.00 -58.84 0.5 0.5
50.00 70.00 -58.96 0.5 0.5
55.00 70.00 -59.13 0.5 0.5
60.00 70.00 -59.36 0.5 0.5
65.00 70.00 -59.67 0.5 0.5
70.00 70.00 -60.15 0.5 0.5
75.00 70.00 -60.90 0.5 0.5
80.00 70.00 -62.30 0.5 0.5
85.00 70.00 -65.64 0.5 0.5
90.00 70.00 -999.99 0.5 0.5
0.00 80.00 -58.03 0.0 1.0
5.00 80.00 -58.04 0.0 1.0
10.00 80.00 -58.05 0.0 1.0
15.00 80.00 -58.07 0.0 1.0
20.00 80.00 -58.09 0.0 1.0
25.00 80.00 -58.13 0.0 1.0
30.00 80.00 -58.18 0.0 1.0
35.00 80.00 -58.24 0.0 1.0
40.00 80.00 -58.31 0.0 1.0
45.00 80.00 -58.41 0.5 0.5
50.00 80.00 -58.54 0.5 0.5
55.00 80.00 -58.71 0.5 0.5
60.00 80.00 -58.93 0.5 0.5
65.00 80.00 -59.25 0.5 0.5
70.00 80.00 -59.72 0.5 0.5
75.00 80.00 -60.48 0.5 0.5
80.00 80.00 -61.87 0.5 0.5
85.00 80.00 -65.21 0.5 0.5
90.00 80.00 -999.99 0.5 0.5
0.00 90.00 -57.88 0.0 1.0
5.00 90.00 -57.89 0.0 1.0
10.00 90.00 -57.90 0.0 1.0
15.00 90.00 -57.92 0.0 1.0
20.00 90.00 -57.94 0.0 1.0
25.00 90.00 -57.98 0.0 1.0
30.00 90.00 -58.03 0.0 1.0
35.00 90.00 -58.09 0.0 1.0
40.00 90.00 -58.16 0.0 1.0
45.00 90.00 -58.26 0.5 0.5
50.00 90.00 -58.39 0.5 0.5
55.00 90.00 -58.56 0.5 0.5
60.00 90.00 -58.78 0.5 0.5
65.00 90.00 -59.10 0.5 0.5
70.00 90.00 -59.57 0.5 0.5
75.00 90.00 -60.33 0.5 0.5
80.00 90.00 -61.72 0.5 0.5
85.00 90.00 -65.06 0.5 0.5
90.00 90.00 -999.99 0.5 0.5
0.00 100.00 -58.00 0.0 1.0
5.00 100.00 -58.00 0.0 1.0
10.00 100.00 -58.01 0.0 1.0
15.00 100.00 -58.03 0.0 1.0
20.00 100.00 -58.06 0.0 1.0
25.00 100.00 -58.09 0.0 1.0
30.00 100.00 -58.14 0.0 1.0
35.00 100.00 -58.20 0.0 1.0
40.00 100.00 -58.28 0.0 1.0
45.00 100.00 -58.38 0.5 0.5
50.00 100.00 -58.51 0.5 0.5
55.00 100.00 -58.67 0.5 0.5
60.00 100.00 -58.90 0.5 0.5
65.00 100.00 -59.22 0.5 0.5
70.00 100.00 -59.69 0.5 0.5
75.00 100.00 -60.44 0.5 0.5
80.00 100.00 -61.84 0.5 0.5
85.00 100.00 -65.18 0.5 0.5
90.00 100.00 -999.99 0.5 0.5
0.00 110.00 -58.39 0.0 1.0
5.00 110.00 -58.39 0.0 1.0
10.00 110.00 -58.40 0.0 1.0
15.00 110.00 -58.42 0.0 1.0
20.00 110.00 -58.45 0.0 1.0
25.00 110.00 -58.48 0.0 1.0
30.00 110.00 -58.53 0.0 1.0
35.00 110.00 -58.59 0.0 1.0
40.00 110.00 -58.67 0.0 1.0
45.00 110.00 -58.77 0.5 0.5
50.00 110.00 -58.89 0.5 0.5
55.00 110.00 -59.06 0.5 0.5
60.00 110.00 -59.29 0.5 0.5
