# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 36.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -6.38 0.0 1.0
5.00 0.00 -6.33 0.0 1.0
10.00 0.00 -6.14 0.0 1.0
15.00 0.00 -5.81 0.0 1.0
20.00 0.00 -5.38 0.0 1.0
25.00 0.00 -4.90 0.0 1.0
30.00 0.00 -4.43 0.0 1.0
35.00 0.00 -4.04 0.0 1.0
40.00 0.00 -3.74 0.0 1.0
45.00 0.00 -3.57 0.5 0.5
50.00 0.00 -3.54 0.5 0.5
55.00 0.00 -3.69 0.5 0.5
60.00 0.00 -4.04 0.5 0.5
65.00 0.00 -4.65 0.5 0.5
70.00 0.00 -5.61 0.5 0.5
75.00 0.00 -7.12 0.5 0.5
80.00 0.00 -9.61 0.5 0.5
85.00 0.00 -14.53 0.5 0.5
0.00 10.00 -6.38 0.0 1.0
5.00 10.00 -6.28 0.0 1.0
10.00 10.00 -6.03 0.0 1.0
15.00 10.00 -5.62 0.0 1.0
20.00 10.00 -5.11 0.0 1.0
25.00 10.00 -4.57 0.0 1.0
30.00 10.00 -4.07 0.0 1.0
35.00 10.00 -3.65 0.0 1.0
40.00 10.00 -3.34 0.0 1.0
45.00 10.00 -3.16 0.5 0.5
50.00 10.00 -3.13 0.5 0.5
55.00 10.00 -3.28 0.5 0.5
60.00 10.00 -3.62 0.5 0.5
65.00 10.00 -4.22 0.5 0.5
70.00 10.00 -5.16 0.5 0.5
75.00 10.00 -6.62 0.5 0.5
80.00 10.00 -9.06 0.5 0.5
85.00 10.00 -13.92 0.5 0.5
0.00 20.00 -6.38 0.0 1.0
5.00 20.00 -6.24 0.0 1.0
10.00 20.00 -5.93 0.0 1.0
15.00 20.00 -5.47 0.0 1.0
20.00 20.00 -4.92 0.0 1.0
25.00 20.00 -4.35 0.0 1.0
30.00 20.00 -3.82 0.0 1.0
35.00 20.00 -3.39 0.0 1.0
40.00 20.00 -3.07 0.0 1.0
45.00 20.00 -2.90 0.5 0.5
50.00 20.00 -2.87 0.5 0.5
55.00 20.00 -3.01 0.5 0.5
60.00 20.00 -3.35 0.5 0.5
65.00 20.00 -3.93 0.5 0.5
70.00 20.00 -4.85 0.5 0.5
75.00 20.00 -6.29 0.5 0.5
80.00 20.00 -8.68 0.5 0.5
85.00 20.00 -13.48 0.5 0.5
0.00 30.00 -6.38 0.0 1.0
5.00 30.00 -6.21 0.0 1.0
10.00 30.00 -5.87 0.0 1.0
15.00 30.00 -5.38 0.0 1.0
20.00 30.00 -4.81 0.0 1.0
25.00 30.00 -4.23 0.0 1.0
30.00 30.00 -3.70 0.0 1.0
35.00 30.00 -3.26 0.0 1.0
40.00 30.00 -2.94 0.0 1.0
45.00 30.00 -2.76 0.5 0.5
50.00 30.00 -2.72 0.5 0.5
55.00 30.00 -2.86 0.5 0.5
60.00 30.00 -3.19 0.5 0.5
65.00 30.00 -3.76 0.5 0.5
70.00 30.00 -4.66 0.5 0.5
75.00 30.00 -6.06 0.5 0.5
80.00 30.00 -8.42 0.5 0.5
85.00 30.00 -13.17 0.5 0.5
0.00 40.00 -6.38 0.0 1.0
5.00 40.00 -6.19 0.0 1.0
10.00 40.00 -5.83 0.0 1.0
15.00 40.00 -5.35 0.0 1.0
20.00 40.00 -4.79 0.0 1.0
25.00 40.00 -4.22 0.0 1.0
30.00 40.00 -3.70 0.0 1.0
35.00 40.00 -3.26 0.0 1.0
40.00 40.00 -2.93 0.0 1.0
45.00 40.00 -2.74 0.5 0.5
50.00 40.00 -2.69 0.5 0.5
55.00 40.00 -2.81 0.5 0.5
60.00 40.00 -3.12 0.5 0.5
65.00 40.00 -3.67 0.5 0.5
70.00 40.00 -4.54 0.5 0.5
75.00 40.00 -5.91 0.5 0.5
80.00 40.00 -8.23 0.5 0.5
85.00 40.00 -12.94 0.5 0.5
0.00 50.00 -6.38 0.0 1.0
5.00 50.00 -6.17 0.0 1.0
10.00 50.00 -5.83 0.0 1.0
15.00 50.00 -5.37 0.0 1.0
20.00 50.00 -4.85 0.0 1.0
25.00 50.00 -4.31 0.0 1.0
30.00 50.00 -3.81 0.0 1.0
35.00 50.00 -3.39 0.0 1.0
40.00 50.00 -3.06 0.0 1.0
45.00 50.00 -2.86 0.5 0.5
50.00 50.00 -2.79 0.5 0.5
55.00 50.00 -2.89 0.5 0.5
60.00 50.00 -3.17 0.5 0.5
65.00 50.00 -3.68 0.5 0.5
70.00 50.00 -4.52 0.5 0.5
75.00 50.00 -5.86 0.5 0.5
80.00 50.00 -8.14 0.5 0.5
85.00 50.00 -12.81 0.5 0.5
0.00 60.00 -6.38 0.0 1.0
5.00 60.00 -6.17 0.0 1.0
10.00 60.00 -5.85 0.0 1.0
15.00 60.00 -5.44 0.0 1.0
20.00 60.00 -4.98 0.0 1.0
25.00 60.00 -4.50 0.0 1.0
30.00 60.00 -4.05 0.0 1.0
35.00 60.00 -3.65 0.0 1.0
40.00 60.00 -3.34 0.0 1.0
45.00 60.00 -3.14 0.5 0.5
50.00 60.00 -3.06 0.5 0.5
55.00 60.00 -3.13 0.5 0.5
60.00 60.00 -3.38 0.5 0.5
65.00 60.00 -3.86 0.5 0.5
70.00 60.00 -4.66 0.5 0.5
75.00 60.00 -5.97 0.5 0.5
80.00 60.00 -8.21 0.5 0.5
85.00 60.00 -12.86 0.5 0.5
0.00 70.00 -6.38 0.0 1.0
5.00 70.00 -6.17 0.0 1.0
10.00 70.00 -5.89 0.0 1.0
15.00 70.00 -5.55 0.0 1.0
20.00 70.00 -5.17 0.0 1.0
25.00 70.00 -4.77 0.0 1.0
30.00 70.00 -4.39 0.0 1.0
35.00 70.00 -4.06 0.0 1.0
40.00 70.00 -3.79 0.0 1.0
45.00 70.00 -3.61 0.5 0.5
50.00 70.00 -3.54 0.5 0.5
55.00 70.00 -3.60 0.5 0.5
60.00 70.00 -3.84 0.5 0.5
65.00 70.00 -4.29 0.5 0.5
70.00 70.00 -5.07 0.5 0.5
75.00 70.00 -6.35 0.5 0.5
80.00 70.00 -8.57 0.5 0.5
85.00 70.00 -13.20 0.5 0.5
0.00 80.00 -6.38 0.0 1.0
5.00 80.00 -6.18 0.0 1.0
10.00 80.00 -5.94 0.0 1.0
15.00 80.00 -5.68 0.0 1.0
20.00 80.00 -5.39 0.0 1.0
25.00 80.00 -5.11 0.0 1.0
30.00 80.00 -4.84 0.0 1.0
35.00 80.00 -4.59 0.0 1.0
40.00 80.00 -4.40 0.0 1.0
45.00 80.00 -4.28 0.5 0.5
50.00 80.00 -4.26 0.5 0.5
55.00 80.00 -4.35 0.5 0.5
60.00 80.00 -4.60 0.5 0.5
65.00 80.00 -5.06 0.5 0.5
70.00 80.00 -5.83 0.5 0.5
75.00 80.00 -7.11 0.5 0.5
80.00 80.00 -9.32 0.5 0.5
85.00 80.00 -13.95 0.5 0.5
0.00 90.00 -6.38 0.0 1.0
5.00 90.00 -6.19 0.0 1.0
10.00 90.00 -6.00 0.0 1.0
15.00 90.00 -5.82 0.0 1.0
20.00 90.00 -5.64 0.0 1.0
25.00 90.00 -5.47 0.0 1.0
30.00 90.00 -5.33 0.0 1.0
35.00 90.00 -5.22 0.0 1.0
40.00 90.00 -5.15 0.0 1.0
45.00 90.00 -5.14 0.5 0.5
50.00 90.00 -5.22 0.5 0.5
55.00 90.00 -5.39 0.5 0.5
60.00 90.00 -5.71 0.5 0.5
65.00 90.00 -6.23 0.5 0.5
70.00 90.00 -7.04 0.5 0.5
75.00 90.00 -8.34 0.5 0.5
80.00 90.00 -10.58 0.5 0.5
85.00 90.00 -15.22 0.5 0.5
0.00 100.00 -6.38 0.0 1.0
