# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 36.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 8.13 0.0 1.0
5.00 0.00 7.99 0.0 1.0
10.00 0.00 7.72 0.0 1.0
15.00 0.00 7.34 0.0 1.0
20.00 0.00 6.84 0.0 1.0
25.00 0.00 6.25 0.0 1.0
30.00 0.00 5.56 0.0 1.0
35.00 0.00 4.77 0.0 1.0
40.00 0.00 3.86 0.0 1.0
45.00 0.00 2.83 0.5 0.5
50.00 0.00 1.71 0.5 0.5
55.00 0.00 0.59 0.5 0.5
60.00 0.00 -0.35 0.5 0.5
65.00 0.00 -1.00 0.5 0.5
70.00 0.00 -1.48 0.5 0.5
75.00 0.00 -2.20 0.5 0.5
80.00 0.00 -3.85 0.5 0.5
85.00 0.00 -8.08 0.5 0.5
0.00 10.00 8.13 0.0 1.0
5.00 10.00 7.97 0.0 1.0
10.00 10.00 7.67 0.0 1.0
15.00 10.00 7.24 0.0 1.0
20.00 10.00 6.68 0.0 1.0
25.00 10.00 6.00 0.0 1.0
30.00 10.00 5.21 0.0 1.0
35.00 10.00 4.28 0.0 1.0
40.00 10.00 3.20 0.0 1.0
45.00 10.00 1.94 0.5 0.5
50.00 10.00 0.52 0.5 0.5
55.00 10.00 -0.91 0.5 0.5
60.00 10.00 -2.03 0.5 0.5
65.00 10.00 -2.55 0.5 0.5
70.00 10.00 -2.66 0.5 0.5
75.00 10.00 -3.00 0.5 0.5
80.00 10.00 -4.38 0.5 0.5
85.00 10.00 -8.45 0.5 0.5
0.00 20.00 8.13 0.0 1.0
5.00 20.00 7.96 0.0 1.0
10.00 20.00 7.64 0.0 1.0
15.00 20.00 7.17 0.0 1.0
20.00 20.00 6.56 0.0 1.0
25.00 20.00 5.83 0.0 1.0
30.00 20.00 4.96 0.0 1.0
35.00 20.00 3.94 0.0 1.0
40.00 20.00 2.73 0.0 1.0
45.00 20.00 1.28 0.5 0.5
50.00 20.00 -0.39 0.5 0.5
55.00 20.00 -2.12 0.5 0.5
60.00 20.00 -3.41 0.5 0.5
65.00 20.00 -3.77 0.5 0.5
70.00 20.00 -3.51 0.5 0.5
75.00 20.00 -3.53 0.5 0.5
80.00 20.00 -4.71 0.5 0.5
85.00 20.00 -8.67 0.5 0.5
0.00 30.00 8.13 0.0 1.0
5.00 30.00 7.95 0.0 1.0
10.00 30.00 7.62 0.0 1.0
15.00 30.00 7.14 0.0 1.0
20.00 30.00 6.52 0.0 1.0
25.00 30.00 5.76 0.0 1.0
30.00 30.00 4.87 0.0 1.0
35.00 30.00 3.82 0.0 1.0
40.00 30.00 2.58 0.0 1.0
45.00 30.00 1.09 0.5 0.5
50.00 30.00 -0.65 0.5 0.5
55.00 30.00 -2.46 0.5 0.5
60.00 30.00 -3.83 0.5 0.5
65.00 30.00 -4.17 0.5 0.5
70.00 30.00 -3.84 0.5 0.5
75.00 30.00 -3.80 0.5 0.5
80.00 30.00 -4.94 0.5 0.5
85.00 30.00 -8.87 0.5 0.5
0.00 40.00 8.13 0.0 1.0
5.00 40.00 7.96 0.0 1.0
10.00 40.00 7.63 0.0 1.0
15.00 40.00 7.15 0.0 1.0
20.00 40.00 6.54 0.0 1.0
25.00 40.00 5.81 0.0 1.0
30.00 40.00 4.95 0.0 1.0
35.00 40.00 3.95 0.0 1.0
40.00 40.00 2.79 0.0 1.0
45.00 40.00 1.43 0.5 0.5
50.00 40.00 -0.11 0.5 0.5
55.00 40.00 -1.71 0.5 0.5
60.00 40.00 -2.99 0.5 0.5
65.00 40.00 -3.55 0.5 0.5
70.00 40.00 -3.58 0.5 0.5
75.00 40.00 -3.80 0.5 0.5
80.00 40.00 -5.09 0.5 0.5
85.00 40.00 -9.11 0.5 0.5
0.00 50.00 8.13 0.0 1.0
5.00 50.00 7.96 0.0 1.0
10.00 50.00 7.65 0.0 1.0
15.00 50.00 7.20 0.0 1.0
20.00 50.00 6.64 0.0 1.0
25.00 50.00 5.96 0.0 1.0
30.00 50.00 5.18 0.0 1.0
35.00 50.00 4.30 0.0 1.0
40.00 50.00 3.30 0.0 1.0
45.00 50.00 2.18 0.5 0.5
50.00 50.00 0.94 0.5 0.5
55.00 50.00 -0.33 0.5 0.5
60.00 50.00 -1.45 0.5 0.5
65.00 50.00 -2.23 0.5 0.5
70.00 50.00 -2.76 0.5 0.5
75.00 50.00 -3.46 0.5 0.5
80.00 50.00 -5.08 0.5 0.5
85.00 50.00 -9.28 0.5 0.5
0.00 60.00 8.13 0.0 1.0
5.00 60.00 7.97 0.0 1.0
10.00 60.00 7.69 0.0 1.0
15.00 60.00 7.29 0.0 1.0
20.00 60.00 6.78 0.0 1.0
25.00 60.00 6.19 0.0 1.0
30.00 60.00 5.52 0.0 1.0
35.00 60.00 4.78 0.0 1.0
40.00 60.00 3.97 0.0 1.0
45.00 60.00 3.09 0.5 0.5
50.00 60.00 2.14 0.5 0.5
55.00 60.00 1.16 0.5 0.5
60.00 60.00 0.20 0.5 0.5
65.00 60.00 -0.69 0.5 0.5
70.00 60.00 -1.56 0.5 0.5
75.00 60.00 -2.69 0.5 0.5
80.00 60.00 -4.68 0.5 0.5
85.00 60.00 -9.13 0.5 0.5
0.00 70.00 8.13 0.0 1.0
5.00 70.00 7.99 0.0 1.0
10.00 70.00 7.74 0.0 1.0
15.00 70.00 7.40 0.0 1.0
20.00 70.00 6.97 0.0 1.0
25.00 70.00 6.47 0.0 1.0
30.00 70.00 5.91 0.0 1.0
35.00 70.00 5.31 0.0 1.0
40.00 70.00 4.67 0.0 1.0
45.00 70.00 3.98 0.5 0.5
50.00 70.00 3.25 0.5 0.5
55.00 70.00 2.48 0.5 0.5
60.00 70.00 1.67 0.5 0.5
65.00 70.00 0.80 0.5 0.5
70.00 70.00 -0.20 0.5 0.5
75.00 70.00 -1.57 0.5 0.5
80.00 70.00 -3.80 0.5 0.5
85.00 70.00 -8.44 0.5 0.5
0.00 80.00 8.13 0.0 1.0
5.00 80.00 8.01 0.0 1.0
10.00 80.00 7.80 0.0 1.0
15.00 80.00 7.52 0.0 1.0
20.00 80.00 7.16 0.0 1.0
25.00 80.00 6.75 0.0 1.0
30.00 80.00 6.30 0.0 1.0
35.00 80.00 5.81 0.0 1.0
40.00 80.00 5.30 0.0 1.0
45.00 80.00 4.75 0.5 0.5
50.00 80.00 4.18 0.5 0.5
55.00 80.00 3.55 0.5 0.5
60.00 80.00 2.87 0.5 0.5
65.00 80.00 2.09 0.5 0.5
70.00 80.00 1.10 0.5 0.5
75.00 80.00 -0.30 0.5 0.5
80.00 80.00 -2.59 0.5 0.5
85.00 80.00 -7.30 0.5 0.5
0.00 90.00 8.13 0.0 1.0
5.00 90.00 8.03 0.0 1.0
10.00 90.00 7.86 0.0 1.0
15.00 90.00 7.63 0.0 1.0
20.00 90.00 7.34 0.0 1.0
25.00 90.00 7.01 0.0 1.0
30.00 90.00 6.64 0.0 1.0
35.00 90.00 6.23 0.0 1.0
40.00 90.00 5.80 0.0 1.0
45.00 90.00 5.35 0.5 0.5
50.00 90.00 4.87 0.5 0.5
55.00 90.00 4.35 0.5 0.5
60.00 90.00 3.79 0.5 0.5
65.00 90.00 3.11 0.5 0.5
70.00 90.00 2.22 0.5 0.5
75.00 90.00 0.89 0.5 0.5
80.00 90.00 -1.36 0.5 0.5
85.00 90.00 -6.03 0.5 0.5
0.00 100.00 8.13 0.0 1.0
5.00 100.00 8.05 0.0 1.0
10.00 100.00 7.92 0.0 1.0
15.00 100.00 7.73 0.0 1.0
20.00 100.00 7.50 0.0 1.0
25.00 100.00 7.22 0.0 1.0
30.00 100.00 6.89 0.0 1.0
35.00 100.00 6.54 0.0 1.0
40.00 100.00 6.15 0.0 1.0
45.00 100.00 5.73 0.5 0.5
50.00 100.00 5.31 0.5 0.5
55.00 100.00 4.87 0.5 0.5
60.00 100.00 4.39 0.5 0.5
65.00 100.00 3.83 0.5 0.5
70.00 100.00 3.05 0.5 0.5
75.00 100.00 1.83 0.5 0.5
80.00 100.00 -0.33 0.5 0.5
85.00 100.00 -4.94 0.5 0.5
0.00 110.00 8.13 0.0 1.0
5.00 110.00 8.07 0.0 1.0
10.00 110.00 7.97 0.0 1.0
15.00 110.00 7.81 0.0 1.0
20.00 110.00 7.61 0.0 1.0
25.00 110.00 7.35 0.0 1.0
30.00 110.00 7.05 0.0 1.0
35.00 110.00 6.70 0.0 1.0
40.00 110.00 6.32 0.0 1.0
45.00 110.00 5.91 0.5 0.5
50.00 110.00 5.50 0.5 0.5
55.00 110.00 5.10 0.5 0.5
60.00 110.00 4.69 0.5 0.5
65.00 110.00 4.23 0.5 0.5
70.00 110.00 3.56 0.5 0.5
75.00 110.00 2.45 0.5 0.5
80.00 110.00 0.38 0.5 0.5
85.00 110.00 -4.18 0.5 0.5
0.00 120.00 8.13 0.0 1.0
5.00 120.00 8.09 0.0 1.0
10.00 120.00 8.00 0.0 1.0
15.00 120.00 7.86 0.0 1.0
20.00 120.00 7.66 0.0 1.0
25.00 120.00 7.41 0.0 1.0
30.00 120.00 7.10 0.0 1.0
35.00 120.00 6.72 0.0 1.0
40.00 120.00 6.31 0.0 1.0
45.00 120.00 5.87 0.5 0.5
50.00 120.00 5.43 0.5 0.5
55.00 120.00 5.04 0.5 0.5
60.00 120.00 4.68 0.5 0.5
65.00 120.00 4.29 0.5 0.5
70.00 120.00 3.72 0.5 0.5
75.00 120.00 2.70 0.5 0.5
80.00 120.00 0.70 0.5 0.5
85.00 120.00 -3.80 0.5 0.5
