# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 36.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -6.15 0.0 1.0
5.00 0.00 -4.65 0.0 1.0
10.00 0.00 -3.58 0.0 1.0
15.00 0.00 -2.85 0.0 1.0
20.00 0.00 -2.40 0.0 1.0
25.00 0.00 -2.18 0.0 1.0
30.00 0.00 -2.15 0.0 1.0
35.00 0.00 -2.31 0.0 1.0
40.00 0.00 -2.62 0.0 1.0
45.00 0.00 -3.08 0.5 0.5
50.00 0.00 -3.68 0.5 0.5
55.00 0.00 -4.43 0.5 0.5
60.00 0.00 -5.35 0.5 0.5
65.00 0.00 -6.48 0.5 0.5
70.00 0.00 -7.90 0.5 0.5
75.00 0.00 -9.78 0.5 0.5
80.00 0.00 -12.55 0.5 0.5
85.00 0.00 -17.62 0.5 0.5
0.00 10.00 -6.15 0.0 1.0
5.00 10.00 -4.73 0.0 1.0
10.00 10.00 -3.69 0.0 1.0
15.00 10.00 -2.95 0.0 1.0
20.00 10.00 -2.47 0.0 1.0
25.00 10.00 -2.19 0.0 1.0
30.00 10.00 -2.11 0.0 1.0
35.00 10.00 -2.18 0.0 1.0
40.00 10.00 -2.40 0.0 1.0
45.00 10.00 -2.77 0.5 0.5
50.00 10.00 -3.27 0.5 0.5
55.00 10.00 -3.92 0.5 0.5
60.00 10.00 -4.74 0.5 0.5
65.00 10.00 -5.77 0.5 0.5
70.00 10.00 -7.10 0.5 0.5
75.00 10.00 -8.90 0.5 0.5
80.00 10.00 -11.58 0.5 0.5
85.00 10.00 -16.58 0.5 0.5
0.00 20.00 -6.15 0.0 1.0
5.00 20.00 -4.86 0.0 1.0
10.00 20.00 -3.86 0.0 1.0
15.00 20.00 -3.12 0.0 1.0
20.00 20.00 -2.60 0.0 1.0
25.00 20.00 -2.27 0.0 1.0
30.00 20.00 -2.10 0.0 1.0
35.00 20.00 -2.08 0.0 1.0
40.00 20.00 -2.20 0.0 1.0
45.00 20.00 -2.45 0.5 0.5
50.00 20.00 -2.83 0.5 0.5
55.00 20.00 -3.36 0.5 0.5
60.00 20.00 -4.05 0.5 0.5
65.00 20.00 -4.95 0.5 0.5
70.00 20.00 -6.14 0.5 0.5
75.00 20.00 -7.80 0.5 0.5
80.00 20.00 -10.36 0.5 0.5
85.00 20.00 -15.24 0.5 0.5
0.00 30.00 -6.15 0.0 1.0
5.00 30.00 -5.02 0.0 1.0
10.00 30.00 -4.09 0.0 1.0
15.00 30.00 -3.36 0.0 1.0
20.00 30.00 -2.81 0.0 1.0
25.00 30.00 -2.41 0.0 1.0
30.00 30.00 -2.17 0.0 1.0
35.00 30.00 -2.05 0.0 1.0
40.00 30.00 -2.05 0.0 1.0
45.00 30.00 -2.18 0.5 0.5
50.00 30.00 -2.43 0.5 0.5
55.00 30.00 -2.81 0.5 0.5
60.00 30.00 -3.35 0.5 0.5
65.00 30.00 -4.10 0.5 0.5
70.00 30.00 -5.14 0.5 0.5
75.00 30.00 -6.65 0.5 0.5
80.00 30.00 -9.06 0.5 0.5
85.00 30.00 -13.83 0.5 0.5
0.00 40.00 -6.15 0.0 1.0
5.00 40.00 -5.22 0.0 1.0
10.00 40.00 -4.39 0.0 1.0
15.00 40.00 -3.68 0.0 1.0
20.00 40.00 -3.11 0.0 1.0
25.00 40.00 -2.66 0.0 1.0
30.00 40.00 -2.34 0.0 1.0
35.00 40.00 -2.12 0.0 1.0
40.00 40.00 -2.01 0.0 1.0
45.00 40.00 -2.01 0.5 0.5
50.00 40.00 -2.12 0.5 0.5
55.00 40.00 -2.35 0.5 0.5
60.00 40.00 -2.75 0.5 0.5
65.00 40.00 -3.34 0.5 0.5
70.00 40.00 -4.23 0.5 0.5
75.00 40.00 -5.61 0.5 0.5
80.00 40.00 -7.90 0.5 0.5
85.00 40.00 -12.58 0.5 0.5
0.00 50.00 -6.15 0.0 1.0
5.00 50.00 -5.46 0.0 1.0
10.00 50.00 -4.76 0.0 1.0
15.00 50.00 -4.10 0.0 1.0
20.00 50.00 -3.53 0.0 1.0
25.00 50.00 -3.04 0.0 1.0
30.00 50.00 -2.64 0.0 1.0
35.00 50.00 -2.34 0.0 1.0
40.00 50.00 -2.12 0.0 1.0
45.00 50.00 -1.99 0.5 0.5
50.00 50.00 -1.97 0.5 0.5
55.00 50.00 -2.07 0.5 0.5
60.00 50.00 -2.32 0.5 0.5
65.00 50.00 -2.78 0.5 0.5
70.00 50.00 -3.55 0.5 0.5
75.00 50.00 -4.81 0.5 0.5
80.00 50.00 -7.02 0.5 0.5
85.00 50.00 -11.63 0.5 0.5
0.00 60.00 -6.15 0.0 1.0
5.00 60.00 -5.73 0.0 1.0
10.00 60.00 -5.20 0.0 1.0
15.00 60.00 -4.64 0.0 1.0
20.00 60.00 -4.09 0.0 1.0
25.00 60.00 -3.58 0.0 1.0
30.00 60.00 -3.12 0.0 1.0
35.00 60.00 -2.72 0.0 1.0
40.00 60.00 -2.40 0.0 1.0
45.00 60.00 -2.16 0.5 0.5
50.00 60.00 -2.02 0.5 0.5
55.00 60.00 -2.00 0.5 0.5
60.00 60.00 -2.14 0.5 0.5
65.00 60.00 -2.50 0.5 0.5
70.00 60.00 -3.17 0.5 0.5
75.00 60.00 -4.35 0.5 0.5
80.00 60.00 -6.49 0.5 0.5
85.00 60.00 -11.06 0.5 0.5
0.00 70.00 -6.15 0.0 1.0
5.00 70.00 -6.03 0.0 1.0
10.00 70.00 -5.74 0.0 1.0
15.00 70.00 -5.31 0.0 1.0
20.00 70.00 -4.82 0.0 1.0
25.00 70.00 -4.30 0.0 1.0
30.00 70.00 -3.79 0.0 1.0
35.00 70.00 -3.31 0.0 1.0
40.00 70.00 -2.89 0.0 1.0
45.00 70.00 -2.55 0.5 0.5
50.00 70.00 -2.30 0.5 0.5
55.00 70.00 -2.19 0.5 0.5
60.00 70.00 -2.23 0.5 0.5
65.00 70.00 -2.51 0.5 0.5
70.00 70.00 -3.11 0.5 0.5
75.00 70.00 -4.23 0.5 0.5
80.00 70.00 -6.33 0.5 0.5
85.00 70.00 -10.87 0.5 0.5
0.00 80.00 -6.15 0.0 1.0
5.00 80.00 -6.36 0.0 1.0
10.00 80.00 -6.35 0.0 1.0
15.00 80.00 -6.14 0.0 1.0
20.00 80.00 -5.74 0.0 1.0
25.00 80.00 -5.23 0.0 1.0
30.00 80.00 -4.67 0.0 1.0
35.00 80.00 -4.10 0.0 1.0
40.00 80.00 -3.58 0.0 1.0
45.00 80.00 -3.13 0.5 0.5
50.00 80.00 -2.79 0.5 0.5
55.00 80.00 -2.59 0.5 0.5
60.00 80.00 -2.57 0.5 0.5
65.00 80.00 -2.78 0.5 0.5
70.00 80.00 -3.33 0.5 0.5
75.00 80.00 -4.42 0.5 0.5
80.00 80.00 -6.49 0.5 0.5
85.00 80.00 -11.02 0.5 0.5
0.00 90.00 -6.15 0.0 1.0
5.00 90.00 -6.70 0.0 1.0
10.00 90.00 -7.06 0.0 1.0
15.00 90.00 -7.13 0.0 1.0
20.00 90.00 -6.89 0.0 1.0
25.00 90.00 -6.40 0.0 1.0
30.00 90.00 -5.76 0.0 1.0
35.00 90.00 -5.07 0.0 1.0
40.00 90.00 -4.42 0.0 1.0
45.00 90.00 -3.86 0.5 0.5
50.00 90.00 -3.42 0.5 0.5
55.00 90.00 -3.14 0.5 0.5
60.00 90.00 -3.06 0.5 0.5
65.00 90.00 -3.23 0.5 0.5
70.00 90.00 -3.76 0.5 0.5
75.00 90.00 -4.82 0.5 0.5
80.00 90.00 -6.88 0.5 0.5
85.00 90.00 -11.39 0.5 0.5
0.00 100.00 -6.15 0.0 1.0
5.00 100.00 -7.06 0.0 1.0
10.00 100.00 -7.85 0.0 1.0
15.00 100.00 -8.31 0.0 1.0
20.00 100.00 -8.30 0.0 1.0
25.00 100.00 -7.81 0.0 1.0
30.00 100.00 -7.03 0.0 1.0
35.00 100.00 -6.15 0.0 1.0
40.00 100.00 -5.32 0.0 1.0
45.00 100.00 -4.61 0.5 0.5
50.00 100.00 -4.06 0.5 0.5
55.00 100.00 -3.71 0.5 0.5
60.00 100.00 -3.58 0.5 0.5
65.00 100.00 -3.72 0.5 0.5
70.00 100.00 -4.23 0.5 0.5
75.00 100.00 -5.29 0.5 0.5
80.00 100.00 -7.34 0.5 0.5
85.00 100.00 -11.84 0.5 0.5
0.00 110.00 -6.15 0.0 1.0
5.00 110.00 -7.41 0.0 1.0
10.00 110.00 -8.70 0.0 1.0
15.00 110.00 -9.72 0.0 1.0
20.00 110.00 -10.03 0.0 1.0
25.00 110.00 -9.49 0.0 1.0
30.00 110.00 -8.40 0.0 1.0
