# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 125.0 MHz
# Altitude: 7000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 40.58 0.0 1.0
5.00 0.00 40.16 0.0 1.0
10.00 0.00 40.19 0.0 1.0
15.00 0.00 38.34 0.0 1.0
20.00 0.00 28.25 0.0 1.0
25.00 0.00 33.88 0.0 1.0
30.00 0.00 39.43 0.0 1.0
35.00 0.00 38.14 0.0 1.0
40.00 0.00 33.47 0.0 1.0
45.00 0.00 30.77 0.5 0.5
50.00 0.00 31.80 0.5 0.5
55.00 0.00 33.96 0.5 0.5
60.00 0.00 25.93 0.5 0.5
65.00 0.00 28.87 0.5 0.5
70.00 0.00 29.86 0.5 0.5
75.00 0.00 27.84 0.5 0.5
80.00 0.00 25.45 0.5 0.5
85.00 0.00 31.25 0.5 0.5
90.00 0.00 -168.61 0.5 0.5
0.00 10.00 40.58 0.0 1.0
5.00 10.00 40.17 0.0 1.0
10.00 10.00 40.23 0.0 1.0
15.00 10.00 38.47 0.0 1.0
20.00 10.00 28.84 0.0 1.0
25.00 10.00 33.66 0.0 1.0
30.00 10.00 39.48 0.0 1.0
35.00 10.00 38.23 0.0 1.0
40.00 10.00 33.31 0.0 1.0
45.00 10.00 31.49 0.5 0.5
50.00 10.00 32.97 0.5 0.5
55.00 10.00 34.22 0.5 0.5
60.00 10.00 26.42 0.5 0.5
65.00 10.00 31.49 0.5 0.5
70.00 10.00 29.68 0.5 0.5
75.00 10.00 31.29 0.5 0.5
80.00 10.00 25.54 0.5 0.5
85.00 10.00 33.26 0.5 0.5
90.00 10.00 -166.74 0.5 0.5
0.00 20.00 40.58 0.0 1.0
5.00 20.00 40.22 0.0 1.0
10.00 20.00 40.37 0.0 1.0
15.00 20.00 38.87 0.0 1.0
20.00 20.00 30.56 0.0 1.0
25.00 20.00 32.82 0.0 1.0
30.00 20.00 39.56 0.0 1.0
35.00 20.00 38.44 0.0 1.0
40.00 20.00 32.73 0.0 1.0
45.00 20.00 33.51 0.5 0.5
50.00 20.00 35.18 0.5 0.5
55.00 20.00 34.52 0.5 0.5
60.00 20.00 28.77 0.5 0.5
65.00 20.00 35.04 0.5 0.5
70.00 20.00 29.20 0.5 0.5
75.00 20.00 35.57 0.5 0.5
80.00 20.00 25.57 0.5 0.5
85.00 20.00 36.71 0.5 0.5
90.00 20.00 -163.48 0.5 0.5
0.00 30.00 40.58 0.0 1.0
5.00 30.00 40.29 0.0 1.0
10.00 30.00 40.58 0.0 1.0
15.00 30.00 39.50 0.0 1.0
20.00 30.00 33.06 0.0 1.0
25.00 30.00 30.74 0.0 1.0
30.00 30.00 39.39 0.0 1.0
35.00 30.00 38.61 0.0 1.0
40.00 30.00 31.37 0.0 1.0
45.00 30.00 36.09 0.5 0.5
50.00 30.00 37.08 0.5 0.5
55.00 30.00 34.27 0.5 0.5
60.00 30.00 32.97 0.5 0.5
65.00 30.00 37.22 0.5 0.5
70.00 30.00 29.25 0.5 0.5
75.00 30.00 38.64 0.5 0.5
80.00 30.00 25.11 0.5 0.5
85.00 30.00 39.74 0.5 0.5
90.00 30.00 -160.61 0.5 0.5
0.00 40.00 40.58 0.0 1.0
5.00 40.00 40.40 0.0 1.0
10.00 40.00 40.86 0.0 1.0
15.00 40.00 40.31 0.0 1.0
20.00 40.00 35.84 0.0 1.0
25.00 40.00 26.04 0.0 1.0
30.00 40.00 38.58 0.0 1.0
35.00 40.00 38.65 0.0 1.0
40.00 40.00 28.25 0.0 1.0
45.00 40.00 38.03 0.5 0.5
50.00 40.00 38.14 0.5 0.5
55.00 40.00 33.14 0.5 0.5
60.00 40.00 36.78 0.5 0.5
65.00 40.00 37.50 0.5 0.5
70.00 40.00 32.37 0.5 0.5
75.00 40.00 40.02 0.5 0.5
80.00 40.00 26.22 0.5 0.5
85.00 40.00 41.48 0.5 0.5
90.00 40.00 -159.04 0.5 0.5
0.00 50.00 40.58 0.0 1.0
5.00 50.00 40.52 0.0 1.0
10.00 50.00 41.19 0.0 1.0
15.00 50.00 41.20 0.0 1.0
20.00 50.00 38.46 0.0 1.0
25.00 50.00 26.20 0.0 1.0
30.00 50.00 36.57 0.0 1.0
35.00 50.00 38.71 0.0 1.0
40.00 50.00 25.80 0.0 1.0
45.00 50.00 38.14 0.5 0.5
50.00 50.00 38.46 0.5 0.5
55.00 50.00 30.24 0.5 0.5
60.00 50.00 38.97 0.5 0.5
65.00 50.00 34.25 0.5 0.5
70.00 50.00 36.03 0.5 0.5
75.00 50.00 38.27 0.5 0.5
80.00 50.00 30.21 0.5 0.5
85.00 50.00 40.19 0.5 0.5
90.00 50.00 -160.63 0.5 0.5
0.00 60.00 40.58 0.0 1.0
5.00 60.00 40.66 0.0 1.0
10.00 60.00 41.54 0.0 1.0
15.00 60.00 42.07 0.0 1.0
20.00 60.00 40.67 0.0 1.0
25.00 60.00 33.77 0.0 1.0
30.00 60.00 32.35 0.0 1.0
35.00 60.00 39.17 0.0 1.0
40.00 60.00 34.61 0.0 1.0
45.00 60.00 34.71 0.5 0.5
50.00 60.00 39.09 0.5 0.5
55.00 60.00 26.72 0.5 0.5
60.00 60.00 39.15 0.5 0.5
65.00 60.00 32.69 0.5 0.5
70.00 60.00 36.87 0.5 0.5
75.00 60.00 35.75 0.5 0.5
80.00 60.00 31.68 0.5 0.5
85.00 60.00 37.01 0.5 0.5
