# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 7.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -117.66 0.0 1.0
5.00 0.00 -87.91 0.0 1.0
10.00 0.00 -81.83 0.0 1.0
15.00 0.00 -78.36 0.0 1.0
20.00 0.00 -75.97 0.0 1.0
25.00 0.00 -74.18 0.0 1.0
30.00 0.00 -72.79 0.0 1.0
35.00 0.00 -71.69 0.0 1.0
40.00 0.00 -70.81 0.0 1.0
45.00 0.00 -70.11 0.5 0.5
50.00 0.00 -69.59 0.5 0.5
55.00 0.00 -69.22 0.5 0.5
60.00 0.00 -69.02 0.5 0.5
65.00 0.00 -69.00 0.5 0.5
70.00 0.00 -69.23 0.5 0.5
75.00 0.00 -69.85 0.5 0.5
80.00 0.00 -71.22 0.5 0.5
85.00 0.00 -74.70 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -55.41 0.0 1.0
5.00 10.00 -55.27 0.0 1.0
10.00 10.00 -55.15 0.0 1.0
15.00 10.00 -55.03 0.0 1.0
20.00 10.00 -54.93 0.0 1.0
25.00 10.00 -54.84 0.0 1.0
30.00 10.00 -54.77 0.0 1.0
35.00 10.00 -54.73 0.0 1.0
40.00 10.00 -54.71 0.0 1.0
45.00 10.00 -54.73 0.5 0.5
50.00 10.00 -54.79 0.5 0.5
55.00 10.00 -54.90 0.5 0.5
60.00 10.00 -55.09 0.5 0.5
65.00 10.00 -55.39 0.5 0.5
70.00 10.00 -55.87 0.5 0.5
75.00 10.00 -56.68 0.5 0.5
80.00 10.00 -58.18 0.5 0.5
85.00 10.00 -61.74 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -49.52 0.0 1.0
5.00 20.00 -49.44 0.0 1.0
10.00 20.00 -49.38 0.0 1.0
15.00 20.00 -49.32 0.0 1.0
20.00 20.00 -49.28 0.0 1.0
25.00 20.00 -49.25 0.0 1.0
30.00 20.00 -49.23 0.0 1.0
35.00 20.00 -49.24 0.0 1.0
40.00 20.00 -49.27 0.0 1.0
45.00 20.00 -49.33 0.5 0.5
50.00 20.00 -49.42 0.5 0.5
55.00 20.00 -49.57 0.5 0.5
60.00 20.00 -49.79 0.5 0.5
65.00 20.00 -50.12 0.5 0.5
70.00 20.00 -50.62 0.5 0.5
75.00 20.00 -51.44 0.5 0.5
80.00 20.00 -52.96 0.5 0.5
85.00 20.00 -56.53 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 -46.22 0.0 1.0
5.00 30.00 -46.16 0.0 1.0
10.00 30.00 -46.11 0.0 1.0
15.00 30.00 -46.07 0.0 1.0
20.00 30.00 -46.04 0.0 1.0
25.00 30.00 -46.03 0.0 1.0
30.00 30.00 -46.03 0.0 1.0
35.00 30.00 -46.05 0.0 1.0
40.00 30.00 -46.09 0.0 1.0
45.00 30.00 -46.16 0.5 0.5
50.00 30.00 -46.27 0.5 0.5
55.00 30.00 -46.43 0.5 0.5
60.00 30.00 -46.65 0.5 0.5
65.00 30.00 -46.99 0.5 0.5
70.00 30.00 -47.50 0.5 0.5
75.00 30.00 -48.33 0.5 0.5
80.00 30.00 -49.85 0.5 0.5
85.00 30.00 -53.41 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 -44.04 0.0 1.0
5.00 40.00 -43.98 0.0 1.0
10.00 40.00 -43.94 0.0 1.0
15.00 40.00 -43.90 0.0 1.0
20.00 40.00 -43.88 0.0 1.0
25.00 40.00 -43.87 0.0 1.0
30.00 40.00 -43.88 0.0 1.0
35.00 40.00 -43.90 0.0 1.0
40.00 40.00 -43.95 0.0 1.0
45.00 40.00 -44.03 0.5 0.5
50.00 40.00 -44.14 0.5 0.5
55.00 40.00 -44.30 0.5 0.5
60.00 40.00 -44.53 0.5 0.5
65.00 40.00 -44.87 0.5 0.5
70.00 40.00 -45.38 0.5 0.5
75.00 40.00 -46.21 0.5 0.5
80.00 40.00 -47.73 0.5 0.5
85.00 40.00 -51.30 0.5 0.5
90.00 40.00 -999.99 0.5 0.5
0.00 50.00 -42.51 0.0 1.0
5.00 50.00 -42.46 0.0 1.0
10.00 50.00 -42.42 0.0 1.0
15.00 50.00 -42.38 0.0 1.0
20.00 50.00 -42.36 0.0 1.0
25.00 50.00 -42.36 0.0 1.0
30.00 50.00 -42.37 0.0 1.0
35.00 50.00 -42.39 0.0 1.0
40.00 50.00 -42.44 0.0 1.0
45.00 50.00 -42.52 0.5 0.5
50.00 50.00 -42.64 0.5 0.5
55.00 50.00 -42.80 0.5 0.5
60.00 50.00 -43.03 0.5 0.5
65.00 50.00 -43.37 0.5 0.5
70.00 50.00 -43.88 0.5 0.5
75.00 50.00 -44.72 0.5 0.5
80.00 50.00 -46.24 0.5 0.5
85.00 50.00 -49.81 0.5 0.5
90.00 50.00 -999.99 0.5 0.5
0.00 60.00 -41.45 0.0 1.0
5.00 60.00 -41.39 0.0 1.0
10.00 60.00 -41.35 0.0 1.0
15.00 60.00 -41.32 0.0 1.0
20.00 60.00 -41.30 0.0 1.0
25.00 60.00 -41.29 0.0 1.0
30.00 60.00 -41.30 0.0 1.0
35.00 60.00 -41.33 0.0 1.0
40.00 60.00 -41.38 0.0 1.0
45.00 60.00 -41.46 0.5 0.5
50.00 60.00 -41.58 0.5 0.5
55.00 60.00 -41.74 0.5 0.5
60.00 60.00 -41.98 0.5 0.5
65.00 60.00 -42.32 0.5 0.5
70.00 60.00 -42.83 0.5 0.5
75.00 60.00 -43.66 0.5 0.5
80.00 60.00 -45.19 0.5 0.5
85.00 60.00 -48.75 0.5 0.5
90.00 60.00 -999.99 0.5 0.5
0.00 70.00 -40.74 0.0 1.0
5.00 70.00 -40.68 0.0 1.0
10.00 70.00 -40.64 0.0 1.0
15.00 70.00 -40.61 0.0 1.0
20.00 70.00 -40.59 0.0 1.0
25.00 70.00 -40.58 0.0 1.0
30.00 70.00 -40.59 0.0 1.0
35.00 70.00 -40.62 0.0 1.0
40.00 70.00 -40.68 0.0 1.0
45.00 70.00 -40.76 0.5 0.5
50.00 70.00 -40.87 0.5 0.5
55.00 70.00 -41.04 0.5 0.5
60.00 70.00 -41.27 0.5 0.5
65.00 70.00 -41.61 0.5 0.5
70.00 70.00 -42.13 0.5 0.5
75.00 70.00 -42.96 0.5 0.5
80.00 70.00 -44.48 0.5 0.5
85.00 70.00 -48.05 0.5 0.5
90.00 70.00 -999.99 0.5 0.5
0.00 80.00 -40.33 0.0 1.0
5.00 80.00 -40.28 0.0 1.0
10.00 80.00 -40.23 0.0 1.0
15.00 80.00 -40.20 0.0 1.0
20.00 80.00 -40.18 0.0 1.0
25.00 80.00 -40.17 0.0 1.0
30.00 80.00 -40.19 0.0 1.0
35.00 80.00 -40.22 0.0 1.0
40.00 80.00 -40.27 0.0 1.0
45.00 80.00 -40.35 0.5 0.5
50.00 80.00 -40.46 0.5 0.5
55.00 80.00 -40.63 0.5 0.5
60.00 80.00 -40.87 0.5 0.5
65.00 80.00 -41.21 0.5 0.5
70.00 80.00 -41.72 0.5 0.5
75.00 80.00 -42.55 0.5 0.5
80.00 80.00 -44.08 0.5 0.5
85.00 80.00 -47.65 0.5 0.5
90.00 80.00 -999.99 0.5 0.5
0.00 90.00 -40.20 0.0 1.0
5.00 90.00 -40.14 0.0 1.0
10.00 90.00 -40.10 0.0 1.0
15.00 90.00 -40.07 0.0 1.0
20.00 90.00 -40.05 0.0 1.0
25.00 90.00 -40.04 0.0 1.0
30.00 90.00 -40.05 0.0 1.0
35.00 90.00 -40.08 0.0 1.0
40.00 90.00 -40.13 0.0 1.0
45.00 90.00 -40.21 0.5 0.5
50.00 90.00 -40.33 0.5 0.5
55.00 90.00 -40.50 0.5 0.5
60.00 90.00 -40.73 0.5 0.5
65.00 90.00 -41.07 0.5 0.5
70.00 90.00 -41.59 0.5 0.5
75.00 90.00 -42.42 0.5 0.5
80.00 90.00 -43.95 0.5 0.5
85.00 90.00 -47.51 0.5 0.5
90.00 90.00 -999.99 0.5 0.5
0.00 100.00 -40.33 0.0 1.0
5.00 100.00 -40.28 0.0 1.0
10.00 100.00 -40.23 0.0 1.0
15.00 100.00 -40.20 0.0 1.0
20.00 100.00 -40.18 0.0 1.0
25.00 100.00 -40.17 0.0 1.0
30.00 100.00 -40.19 0.0 1.0
35.00 100.00 -40.22 0.0 1.0
40.00 100.00 -40.27 0.0 1.0
45.00 100.00 -40.35 0.5 0.5
50.00 100.00 -40.46 0.5 0.5
55.00 100.00 -40.63 0.5 0.5
60.00 100.00 -40.87 0.5 0.5
65.00 100.00 -41.21 0.5 0.5
70.00 100.00 -41.72 0.5 0.5
75.00 100.00 -42.55 0.5 0.5
80.00 100.00 -44.08 0.5 0.5
85.00 100.00 -47.65 0.5 0.5
90.00 100.00 -999.99 0.5 0.5
0.00 110.00 -40.74 0.0 1.0
5.00 110.00 -40.68 0.0 1.0
10.00 110.00 -40.64 0.0 1.0
15.00 110.00 -40.61 0.0 1.0
20.00 110.00 -40.59 0.0 1.0
25.00 110.00 -40.58 0.0 1.0
30.00 110.00 -40.59 0.0 1.0
35.00 110.00 -40.62 0.0 1.0
40.00 110.00 -40.67 0.0 1.0
45.00 110.00 -40.75 0.5 0.5
50.00 110.00 -40.87 0.5 0.5
55.00 110.00 -41.04 0.5 0.5
60.00 110.00 -41.27 0.5 0.5
65.00 110.00 -41.61 0.5 0.5
70.00 110.00 -42.13 0.5 0.5
75.00 110.00 -42.96 0.5 0.5
80.00 110.00 -44.48 0.5 0.5
85.00 110.00 -48.05 0.5 0.5
90.00 110.00 -999.99 0.5 0.5
0.00 120.00 -41.45 0.0 1.0
5.00 120.00 -41.39 0.0 1.0
