# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 36.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 11.45 0.0 1.0
5.00 0.00 11.22 0.0 1.0
10.00 0.00 10.88 0.0 1.0
15.00 0.00 10.41 0.0 1.0
20.00 0.00 9.83 0.0 1.0
25.00 0.00 9.13 0.0 1.0
30.00 0.00 8.34 0.0 1.0
35.00 0.00 7.48 0.0 1.0
40.00 0.00 6.65 0.0 1.0
45.00 0.00 5.93 0.5 0.5
50.00 0.00 5.45 0.5 0.5
55.00 0.00 5.22 0.5 0.5
60.00 0.00 5.17 0.5 0.5
65.00 0.00 5.10 0.5 0.5
70.00 0.00 4.79 0.5 0.5
75.00 0.00 3.95 0.5 0.5
80.00 0.00 2.09 0.5 0.5
85.00 0.00 -2.29 0.5 0.5
0.00 10.00 11.45 0.0 1.0
5.00 10.00 11.24 0.0 1.0
10.00 10.00 10.95 0.0 1.0
15.00 10.00 10.57 0.0 1.0
20.00 10.00 10.13 0.0 1.0
25.00 10.00 9.62 0.0 1.0
30.00 10.00 9.06 0.0 1.0
35.00 10.00 8.48 0.0 1.0
40.00 10.00 7.91 0.0 1.0
45.00 10.00 7.39 0.5 0.5
50.00 10.00 6.96 0.5 0.5
55.00 10.00 6.61 0.5 0.5
60.00 10.00 6.30 0.5 0.5
65.00 10.00 5.92 0.5 0.5
70.00 10.00 5.33 0.5 0.5
75.00 10.00 4.26 0.5 0.5
80.00 10.00 2.23 0.5 0.5
85.00 10.00 -2.25 0.5 0.5
0.00 20.00 11.45 0.0 1.0
5.00 20.00 11.26 0.0 1.0
10.00 20.00 11.03 0.0 1.0
15.00 20.00 10.75 0.0 1.0
20.00 20.00 10.45 0.0 1.0
25.00 20.00 10.12 0.0 1.0
30.00 20.00 9.77 0.0 1.0
35.00 20.00 9.41 0.0 1.0
40.00 20.00 9.03 0.0 1.0
45.00 20.00 8.65 0.5 0.5
50.00 20.00 8.27 0.5 0.5
55.00 20.00 7.86 0.5 0.5
60.00 20.00 7.39 0.5 0.5
65.00 20.00 6.80 0.5 0.5
70.00 20.00 5.97 0.5 0.5
75.00 20.00 4.69 0.5 0.5
80.00 20.00 2.49 0.5 0.5
85.00 20.00 -2.11 0.5 0.5
0.00 30.00 11.45 0.0 1.0
5.00 30.00 11.29 0.0 1.0
10.00 30.00 11.12 0.0 1.0
15.00 30.00 10.94 0.0 1.0
20.00 30.00 10.76 0.0 1.0
25.00 30.00 10.58 0.0 1.0
30.00 30.00 10.39 0.0 1.0
35.00 30.00 10.19 0.0 1.0
40.00 30.00 9.96 0.0 1.0
45.00 30.00 9.68 0.5 0.5
50.00 30.00 9.34 0.5 0.5
55.00 30.00 8.92 0.5 0.5
60.00 30.00 8.38 0.5 0.5
65.00 30.00 7.67 0.5 0.5
70.00 30.00 6.69 0.5 0.5
75.00 30.00 5.25 0.5 0.5
80.00 30.00 2.91 0.5 0.5
85.00 30.00 -1.80 0.5 0.5
0.00 40.00 11.45 0.0 1.0
5.00 40.00 11.32 0.0 1.0
10.00 40.00 11.20 0.0 1.0
15.00 40.00 11.10 0.0 1.0
20.00 40.00 11.03 0.0 1.0
25.00 40.00 10.96 0.0 1.0
30.00 40.00 10.89 0.0 1.0
35.00 40.00 10.81 0.0 1.0
40.00 40.00 10.67 0.0 1.0
45.00 40.00 10.47 0.5 0.5
50.00 40.00 10.18 0.5 0.5
55.00 40.00 9.77 0.5 0.5
60.00 40.00 9.21 0.5 0.5
65.00 40.00 8.45 0.5 0.5
70.00 40.00 7.40 0.5 0.5
75.00 40.00 5.88 0.5 0.5
80.00 40.00 3.45 0.5 0.5
85.00 40.00 -1.35 0.5 0.5
0.00 50.00 11.45 0.0 1.0
5.00 50.00 11.35 0.0 1.0
10.00 50.00 11.28 0.0 1.0
15.00 50.00 11.24 0.0 1.0
20.00 50.00 11.23 0.0 1.0
25.00 50.00 11.24 0.0 1.0
30.00 50.00 11.25 0.0 1.0
35.00 50.00 11.23 0.0 1.0
40.00 50.00 11.16 0.0 1.0
45.00 50.00 11.02 0.5 0.5
50.00 50.00 10.77 0.5 0.5
55.00 50.00 10.39 0.5 0.5
60.00 50.00 9.85 0.5 0.5
65.00 50.00 9.09 0.5 0.5
70.00 50.00 8.02 0.5 0.5
75.00 50.00 6.47 0.5 0.5
80.00 50.00 4.00 0.5 0.5
85.00 50.00 -0.85 0.5 0.5
0.00 60.00 11.45 0.0 1.0
5.00 60.00 11.38 0.0 1.0
10.00 60.00 11.34 0.0 1.0
15.00 60.00 11.34 0.0 1.0
20.00 60.00 11.37 0.0 1.0
25.00 60.00 11.41 0.0 1.0
30.00 60.00 11.45 0.0 1.0
35.00 60.00 11.47 0.0 1.0
40.00 60.00 11.44 0.0 1.0
45.00 60.00 11.32 0.5 0.5
50.00 60.00 11.11 0.5 0.5
55.00 60.00 10.76 0.5 0.5
60.00 60.00 10.25 0.5 0.5
65.00 60.00 9.52 0.5 0.5
70.00 60.00 8.47 0.5 0.5
75.00 60.00 6.92 0.5 0.5
80.00 60.00 4.44 0.5 0.5
85.00 60.00 -0.43 0.5 0.5
0.00 70.00 11.45 0.0 1.0
5.00 70.00 11.41 0.0 1.0
10.00 70.00 11.39 0.0 1.0
15.00 70.00 11.39 0.0 1.0
20.00 70.00 11.42 0.0 1.0
25.00 70.00 11.47 0.0 1.0
30.00 70.00 11.51 0.0 1.0
35.00 70.00 11.53 0.0 1.0
40.00 70.00 11.50 0.0 1.0
45.00 70.00 11.40 0.5 0.5
50.00 70.00 11.20 0.5 0.5
55.00 70.00 10.88 0.5 0.5
60.00 70.00 10.40 0.5 0.5
65.00 70.00 9.71 0.5 0.5
70.00 70.00 8.69 0.5 0.5
75.00 70.00 7.18 0.5 0.5
80.00 70.00 4.72 0.5 0.5
85.00 70.00 -0.15 0.5 0.5
0.00 80.00 11.45 0.0 1.0
5.00 80.00 11.43 0.0 1.0
10.00 80.00 11.41 0.0 1.0
15.00 80.00 11.41 0.0 1.0
20.00 80.00 11.42 0.0 1.0
25.00 80.00 11.43 0.0 1.0
30.00 80.00 11.43 0.0 1.0
35.00 80.00 11.41 0.0 1.0
40.00 80.00 11.35 0.0 1.0
45.00 80.00 11.24 0.5 0.5
50.00 80.00 11.05 0.5 0.5
55.00 80.00 10.75 0.5 0.5
60.00 80.00 10.30 0.5 0.5
65.00 80.00 9.65 0.5 0.5
70.00 80.00 8.68 0.5 0.5
75.00 80.00 7.21 0.5 0.5
80.00 80.00 4.78 0.5 0.5
85.00 80.00 -0.06 0.5 0.5
0.00 90.00 11.45 0.0 1.0
5.00 90.00 11.45 0.0 1.0
10.00 90.00 11.43 0.0 1.0
15.00 90.00 11.40 0.0 1.0
20.00 90.00 11.35 0.0 1.0
25.00 90.00 11.30 0.0 1.0
30.00 90.00 11.23 0.0 1.0
35.00 90.00 11.14 0.0 1.0
40.00 90.00 11.03 0.0 1.0
45.00 90.00 10.88 0.5 0.5
50.00 90.00 10.68 0.5 0.5
55.00 90.00 10.39 0.5 0.5
60.00 90.00 9.97 0.5 0.5
65.00 90.00 9.36 0.5 0.5
70.00 90.00 8.44 0.5 0.5
75.00 90.00 7.03 0.5 0.5
80.00 90.00 4.65 0.5 0.5
85.00 90.00 -0.16 0.5 0.5
0.00 100.00 11.45 0.0 1.0
5.00 100.00 11.46 0.0 1.0
10.00 100.00 11.43 0.0 1.0
15.00 100.00 11.36 0.0 1.0
20.00 100.00 11.25 0.0 1.0
25.00 100.00 11.11 0.0 1.0
30.00 100.00 10.95 0.0 1.0
35.00 100.00 10.77 0.0 1.0
40.00 100.00 10.57 0.0 1.0
45.00 100.00 10.36 0.5 0.5
50.00 100.00 10.12 0.5 0.5
55.00 100.00 9.83 0.5 0.5
60.00 100.00 9.44 0.5 0.5
65.00 100.00 8.87 0.5 0.5
70.00 100.00 8.02 0.5 0.5
75.00 100.00 6.67 0.5 0.5
80.00 100.00 4.36 0.5 0.5
85.00 100.00 -0.40 0.5 0.5
0.00 110.00 11.45 0.0 1.0
5.00 110.00 11.48 0.0 1.0
10.00 110.00 11.43 0.0 1.0
