# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 36.0 MHz
# Altitude: 0 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 20.18 0.0 1.0
5.00 0.00 18.77 0.0 1.0
10.00 0.00 17.52 0.0 1.0
15.00 0.00 16.95 0.0 1.0
20.00 0.00 17.43 0.0 1.0
25.00 0.00 18.67 0.0 1.0
30.00 0.00 20.12 0.0 1.0
35.00 0.00 21.46 0.0 1.0
40.00 0.00 22.55 0.0 1.0
45.00 0.00 23.36 0.5 0.5
50.00 0.00 23.87 0.5 0.5
55.00 0.00 24.07 0.5 0.5
60.00 0.00 23.94 0.5 0.5
65.00 0.00 23.41 0.5 0.5
70.00 0.00 22.40 0.5 0.5
75.00 0.00 20.71 0.5 0.5
80.00 0.00 17.90 0.5 0.5
85.00 0.00 12.53 0.5 0.5
90.00 0.00 -191.50 0.5 0.5
0.00 10.00 20.18 0.0 1.0
5.00 10.00 18.65 0.0 1.0
10.00 10.00 17.32 0.0 1.0
15.00 10.00 16.80 0.0 1.0
20.00 10.00 17.47 0.0 1.0
25.00 10.00 18.92 0.0 1.0
30.00 10.00 20.50 0.0 1.0
35.00 10.00 21.91 0.0 1.0
40.00 10.00 23.04 0.0 1.0
45.00 10.00 23.87 0.5 0.5
50.00 10.00 24.40 0.5 0.5
55.00 10.00 24.61 0.5 0.5
60.00 10.00 24.47 0.5 0.5
65.00 10.00 23.94 0.5 0.5
70.00 10.00 22.92 0.5 0.5
75.00 10.00 21.21 0.5 0.5
80.00 10.00 18.37 0.5 0.5
85.00 10.00 12.96 0.5 0.5
90.00 10.00 -191.13 0.5 0.5
0.00 20.00 20.18 0.0 1.0
5.00 20.00 18.58 0.0 1.0
10.00 20.00 17.19 0.0 1.0
15.00 20.00 16.68 0.0 1.0
20.00 20.00 17.45 0.0 1.0
25.00 20.00 18.99 0.0 1.0
30.00 20.00 20.64 0.0 1.0
35.00 20.00 22.08 0.0 1.0
40.00 20.00 23.22 0.0 1.0
45.00 20.00 24.07 0.5 0.5
50.00 20.00 24.60 0.5 0.5
55.00 20.00 24.81 0.5 0.5
60.00 20.00 24.67 0.5 0.5
65.00 20.00 24.14 0.5 0.5
70.00 20.00 23.11 0.5 0.5
75.00 20.00 21.40 0.5 0.5
80.00 20.00 18.56 0.5 0.5
85.00 20.00 13.14 0.5 0.5
90.00 20.00 -190.95 0.5 0.5
0.00 30.00 20.18 0.0 1.0
5.00 30.00 18.56 0.0 1.0
10.00 30.00 17.12 0.0 1.0
15.00 30.00 16.56 0.0 1.0
20.00 30.00 17.30 0.0 1.0
25.00 30.00 18.85 0.0 1.0
30.00 30.00 20.50 0.0 1.0
35.00 30.00 21.94 0.0 1.0
40.00 30.00 23.09 0.0 1.0
45.00 30.00 23.92 0.5 0.5
50.00 30.00 24.45 0.5 0.5
55.00 30.00 24.66 0.5 0.5
60.00 30.00 24.52 0.5 0.5
65.00 30.00 23.99 0.5 0.5
70.00 30.00 22.96 0.5 0.5
75.00 30.00 21.25 0.5 0.5
80.00 30.00 18.42 0.5 0.5
85.00 30.00 13.02 0.5 0.5
90.00 30.00 -191.04 0.5 0.5
0.00 40.00 20.18 0.0 1.0
5.00 40.00 18.58 0.0 1.0
10.00 40.00 17.13 0.0 1.0
15.00 40.00 16.45 0.0 1.0
20.00 40.00 17.04 0.0 1.0
25.00 40.00 18.48 0.0 1.0
30.00 40.00 20.07 0.0 1.0
35.00 40.00 21.49 0.0 1.0
40.00 40.00 22.62 0.0 1.0
45.00 40.00 23.44 0.5 0.5
50.00 40.00 23.95 0.5 0.5
55.00 40.00 24.15 0.5 0.5
60.00 40.00 24.00 0.5 0.5
65.00 40.00 23.46 0.5 0.5
70.00 40.00 22.44 0.5 0.5
75.00 40.00 20.74 0.5 0.5
80.00 40.00 17.93 0.5 0.5
85.00 40.00 12.58 0.5 0.5
90.00 40.00 -191.41 0.5 0.5
0.00 50.00 20.18 0.0 1.0
5.00 50.00 18.65 0.0 1.0
10.00 50.00 17.21 0.0 1.0
15.00 50.00 16.38 0.0 1.0
20.00 50.00 16.69 0.0 1.0
25.00 50.00 17.90 0.0 1.0
30.00 50.00 19.38 0.0 1.0
35.00 50.00 20.73 0.0 1.0
40.00 50.00 21.83 0.0 1.0
45.00 50.00 22.62 0.5 0.5
50.00 50.00 23.11 0.5 0.5
55.00 50.00 23.29 0.5 0.5
60.00 50.00 23.13 0.5 0.5
65.00 50.00 22.59 0.5 0.5
70.00 50.00 21.57 0.5 0.5
75.00 50.00 19.89 0.5 0.5
80.00 50.00 17.13 0.5 0.5
85.00 50.00 11.84 0.5 0.5
90.00 50.00 -192.05 0.5 0.5
0.00 60.00 20.18 0.0 1.0
5.00 60.00 18.77 0.0 1.0
10.00 60.00 17.38 0.0 1.0
15.00 60.00 16.41 0.0 1.0
20.00 60.00 16.34 0.0 1.0
25.00 60.00 17.19 0.0 1.0
30.00 60.00 18.46 0.0 1.0
35.00 60.00 19.71 0.0 1.0
40.00 60.00 20.75 0.0 1.0
45.00 60.00 21.51 0.5 0.5
50.00 60.00 21.98 0.5 0.5
55.00 60.00 22.14 0.5 0.5
60.00 60.00 21.97 0.5 0.5
65.00 60.00 21.42 0.5 0.5
70.00 60.00 20.42 0.5 0.5
75.00 60.00 18.77 0.5 0.5
80.00 60.00 16.06 0.5 0.5
85.00 60.00 10.87 0.5 0.5
90.00 60.00 -192.89 0.5 0.5
0.00 70.00 20.18 0.0 1.0
5.00 70.00 18.93 0.0 1.0
10.00 70.00 17.65 0.0 1.0
15.00 70.00 16.58 0.0 1.0
20.00 70.00 16.13 0.0 1.0
25.00 70.00 16.49 0.0 1.0
30.00 70.00 17.42 0.0 1.0
35.00 70.00 18.49 0.0 1.0
40.00 70.00 19.45 0.0 1.0
45.00 70.00 20.18 0.5 0.5
50.00 70.00 20.63 0.5 0.5
55.00 70.00 20.78 0.5 0.5
60.00 70.00 20.61 0.5 0.5
65.00 70.00 20.08 0.5 0.5
70.00 70.00 19.10 0.5 0.5
75.00 70.00 17.50 0.5 0.5
80.00 70.00 14.87 0.5 0.5
85.00 70.00 9.78 0.5 0.5
90.00 70.00 -193.86 0.5 0.5
0.00 80.00 20.18 0.0 1.0
5.00 80.00 19.13 0.0 1.0
10.00 80.00 18.01 0.0 1.0
15.00 80.00 16.95 0.0 1.0
20.00 80.00 16.20 0.0 1.0
25.00 80.00 16.03 0.0 1.0
30.00 80.00 16.46 0.0 1.0
35.00 80.00 17.23 0.0 1.0
40.00 80.00 18.05 0.0 1.0
45.00 80.00 18.73 0.5 0.5
50.00 80.00 19.18 0.5 0.5
55.00 80.00 19.35 0.5 0.5
60.00 80.00 19.21 0.5 0.5
65.00 80.00 18.72 0.5 0.5
70.00 80.00 17.79 0.5 0.5
75.00 80.00 16.26 0.5 0.5
80.00 80.00 13.70 0.5 0.5
85.00 80.00 8.70 0.5 0.5
90.00 80.00 -194.84 0.5 0.5
0.00 90.00 20.18 0.0 1.0
5.00 90.00 19.36 0.0 1.0
10.00 90.00 18.45 0.0 1.0
15.00 90.00 17.50 0.0 1.0
20.00 90.00 16.64 0.0 1.0
25.00 90.00 16.05 0.0 1.0
30.00 90.00 15.91 0.0 1.0
35.00 90.00 16.21 0.0 1.0
40.00 90.00 16.75 0.0 1.0
45.00 90.00 17.32 0.5 0.5
50.00 90.00 17.75 0.5 0.5
55.00 90.00 17.95 0.5 0.5
60.00 90.00 17.87 0.5 0.5
65.00 90.00 17.45 0.5 0.5
70.00 90.00 16.60 0.5 0.5
75.00 90.00 15.15 0.5 0.5
80.00 90.00 12.67 0.5 0.5
85.00 90.00 7.74 0.5 0.5
90.00 90.00 -195.76 0.5 0.5
0.00 100.00 20.18 0.0 1.0
5.00 100.00 19.62 0.0 1.0
10.00 100.00 18.96 0.0 1.0
15.00 100.00 18.21 0.0 1.0
20.00 100.00 17.42 0.0 1.0
25.00 100.00 16.68 0.0 1.0
30.00 100.00 16.12 0.0 1.0
35.00 100.00 15.87 0.0 1.0
40.00 100.00 15.94 0.0 1.0
45.00 100.00 16.21 0.5 0.5
50.00 100.00 16.51 0.5 0.5
55.00 100.00 16.70 0.5 0.5
60.00 100.00 16.67 0.5 0.5
65.00 100.00 16.33 0.5 0.5
70.00 100.00 15.57 0.5 0.5
75.00 100.00 14.21 0.5 0.5
80.00 100.00 11.82 0.5 0.5
85.00 100.00 6.95 0.5 0.5
90.00 100.00 -196.53 0.5 0.5
0.00 110.00 20.18 0.0 1.0
5.00 110.00 19.89 0.0 1.0
10.00 110.00 19.51 0.0 1.0
15.00 110.00 19.02 0.0 1.0
20.00 110.00 18.43 0.0 1.0
25.00 110.00 17.77 0.0 1.0
30.00 110.00 17.11 0.0 1.0
35.00 110.00 16.54 0.0 1.0
40.00 110.00 16.15 0.0 1.0
45.00 110.00 15.96 0.5 0.5
50.00 110.00 15.92 0.5 0.5
55.00 110.00 15.92 0.5 0.5
60.00 110.00 15.83 0.5 0.5
65.00 110.00 15.51 0.5 0.5
70.00 110.00 14.82 0.5 0.5
75.00 110.00 13.55 0.5 0.5
80.00 110.00 11.26 0.5 0.5
85.00 110.00 6.47 0.5 0.5
90.00 110.00 -196.94 0.5 0.5
0.00 120.00 20.18 0.0 1.0
5.00 120.00 20.17 0.0 1.0
10.00 120.00 20.08 0.0 1.0
15.00 120.00 19.86 0.0 1.0
20.00 120.00 19.54 0.0 1.0
25.00 120.00 19.10 0.0 1.0
30.00 120.00 18.58 0.0 1.0
35.00 120.00 18.03 0.0 1.0
40.00 120.00 17.49 0.0 1.0
45.00 120.00 17.02 0.5 0.5
50.00 120.00 16.65 0.5 0.5
55.00 120.00 16.34 0.5 0.5
60.00 120.00 16.02 0.5 0.5
65.00 120.00 15.57 0.5 0.5
70.00 120.00 14.84 0.5 0.5
75.00 120.00 13.58 0.5 0.5
80.00 120.00 11.32 0.5 0.5
85.00 120.00 6.60 0.5 0.5
90.00 120.00 -196.76 0.5 0.5
0.00 130.00 20.18 0.0 1.0
5.00 130.00 20.45 0.0 1.0
10.00 130.00 20.63 0.0 1.0
15.00 130.00 20.69 0.0 1.0
20.00 130.00 20.64 0.0 1.0
25.00 130.00 20.47 0.0 1.0
30.00 130.00 20.19 0.0 1.0
35.00 130.00 19.84 0.0 1.0
40.00 130.00 19.43 0.0 1.0
45.00 130.00 18.99 0.5 0.5
