# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 121.5 MHz
# Altitude: 2500 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -41.10 0.0 1.0
5.00 0.00 -43.08 0.0 1.0
10.00 0.00 -43.26 0.0 1.0
15.00 0.00 -42.70 0.0 1.0
20.00 0.00 -42.60 0.0 1.0
25.00 0.00 -43.46 0.0 1.0
30.00 0.00 -45.19 0.0 1.0
35.00 0.00 -45.93 0.0 1.0
40.00 0.00 -43.94 0.0 1.0
45.00 0.00 -42.17 0.5 0.5
50.00 0.00 -42.44 0.5 0.5
55.00 0.00 -43.80 0.5 0.5
60.00 0.00 -45.74 0.5 0.5
65.00 0.00 -44.57 0.5 0.5
70.00 0.00 -37.68 0.5 0.5
75.00 0.00 -37.12 0.5 0.5
80.00 0.00 -41.66 0.5 0.5
85.00 0.00 -42.72 0.5 0.5
0.00 10.00 -41.10 0.0 1.0
5.00 10.00 -43.07 0.0 1.0
10.00 10.00 -43.05 0.0 1.0
15.00 10.00 -42.19 0.0 1.0
20.00 10.00 -41.74 0.0 1.0
25.00 10.00 -42.07 0.0 1.0
30.00 10.00 -42.96 0.0 1.0
35.00 10.00 -43.66 0.0 1.0
40.00 10.00 -43.07 0.0 1.0
45.00 10.00 -41.44 0.5 0.5
50.00 10.00 -40.45 0.5 0.5
55.00 10.00 -40.42 0.5 0.5
60.00 10.00 -42.16 0.5 0.5
65.00 10.00 -45.19 0.5 0.5
70.00 10.00 -38.69 0.5 0.5
75.00 10.00 -36.67 0.5 0.5
80.00 10.00 -40.25 0.5 0.5
85.00 10.00 -46.33 0.5 0.5
0.00 20.00 -41.10 0.0 1.0
5.00 20.00 -43.01 0.0 1.0
10.00 20.00 -42.78 0.0 1.0
15.00 20.00 -41.62 0.0 1.0
20.00 20.00 -40.95 0.0 1.0
25.00 20.00 -40.92 0.0 1.0
30.00 20.00 -41.17 0.0 1.0
35.00 20.00 -41.58 0.0 1.0
40.00 20.00 -41.82 0.0 1.0
45.00 20.00 -40.97 0.5 0.5
50.00 20.00 -40.20 0.5 0.5
55.00 20.00 -40.65 0.5 0.5
60.00 20.00 -43.05 0.5 0.5
65.00 20.00 -43.42 0.5 0.5
70.00 20.00 -37.04 0.5 0.5
75.00 20.00 -35.15 0.5 0.5
80.00 20.00 -38.48 0.5 0.5
85.00 20.00 -48.09 0.5 0.5
0.00 30.00 -41.10 0.0 1.0
5.00 30.00 -42.92 0.0 1.0
10.00 30.00 -42.54 0.0 1.0
15.00 30.00 -41.27 0.0 1.0
20.00 30.00 -40.59 0.0 1.0
25.00 30.00 -40.45 0.0 1.0
30.00 30.00 -40.49 0.0 1.0
35.00 30.00 -41.17 0.0 1.0
40.00 30.00 -42.76 0.0 1.0
45.00 30.00 -43.13 0.5 0.5
50.00 30.00 -42.07 0.5 0.5
55.00 30.00 -41.38 0.5 0.5
60.00 30.00 -42.48 0.5 0.5
65.00 30.00 -42.71 0.5 0.5
70.00 30.00 -36.87 0.5 0.5
75.00 30.00 -35.30 0.5 0.5
80.00 30.00 -37.49 0.5 0.5
85.00 30.00 -41.36 0.5 0.5
0.00 40.00 -41.10 0.0 1.0
5.00 40.00 -42.79 0.0 1.0
10.00 40.00 -42.41 0.0 1.0
15.00 40.00 -41.25 0.0 1.0
20.00 40.00 -40.79 0.0 1.0
25.00 40.00 -40.88 0.0 1.0
30.00 40.00 -41.34 0.0 1.0
35.00 40.00 -43.10 0.0 1.0
40.00 40.00 -46.86 0.0 1.0
45.00 40.00 -45.07 0.5 0.5
50.00 40.00 -40.77 0.5 0.5
55.00 40.00 -38.51 0.5 0.5
60.00 40.00 -39.17 0.5 0.5
65.00 40.00 -43.92 0.5 0.5
70.00 40.00 -39.46 0.5 0.5
75.00 40.00 -37.73 0.5 0.5
80.00 40.00 -37.72 0.5 0.5
85.00 40.00 -38.51 0.5 0.5
0.00 50.00 -41.10 0.0 1.0
5.00 50.00 -42.64 0.0 1.0
10.00 50.00 -42.41 0.0 1.0
15.00 50.00 -41.58 0.0 1.0
20.00 50.00 -41.62 0.0 1.0
25.00 50.00 -42.49 0.0 1.0
30.00 50.00 -44.20 0.0 1.0
35.00 50.00 -47.30 0.0 1.0
40.00 50.00 -46.67 0.0 1.0
45.00 50.00 -41.88 0.5 0.5
50.00 50.00 -39.20 0.5 0.5
55.00 50.00 -38.25 0.5 0.5
60.00 50.00 -39.76 0.5 0.5
65.00 50.00 -46.40 0.5 0.5
70.00 50.00 -41.97 0.5 0.5
75.00 50.00 -41.54 0.5 0.5
80.00 50.00 -40.01 0.5 0.5
85.00 50.00 -38.90 0.5 0.5
0.00 60.00 -41.10 0.0 1.0
5.00 60.00 -42.46 0.0 1.0
10.00 60.00 -42.51 0.0 1.0
15.00 60.00 -42.21 0.0 1.0
20.00 60.00 -43.08 0.0 1.0
25.00 60.00 -45.53 0.0 1.0
30.00 60.00 -49.37 0.0 1.0
35.00 60.00 -47.42 0.0 1.0
40.00 60.00 -42.52 0.0 1.0
45.00 60.00 -40.36 0.5 0.5
50.00 60.00 -40.37 0.5 0.5
55.00 60.00 -41.36 0.5 0.5
60.00 60.00 -43.48 0.5 0.5
65.00 60.00 -47.78 0.5 0.5
70.00 60.00 -44.35 0.5 0.5
75.00 60.00 -45.52 0.5 0.5
80.00 60.00 -42.79 0.5 0.5
85.00 60.00 -41.12 0.5 0.5
0.00 70.00 -41.10 0.0 1.0
5.00 70.00 -42.24 0.0 1.0
10.00 70.00 -42.63 0.0 1.0
15.00 70.00 -43.01 0.0 1.0
20.00 70.00 -45.02 0.0 1.0
25.00 70.00 -49.79 0.0 1.0
30.00 70.00 -50.48 0.0 1.0
35.00 70.00 -44.12 0.0 1.0
40.00 70.00 -41.05 0.0 1.0
45.00 70.00 -41.02 0.5 0.5
50.00 70.00 -43.15 0.5 0.5
55.00 70.00 -44.34 0.5 0.5
60.00 70.00 -45.87 0.5 0.5
65.00 70.00 -51.07 0.5 0.5
70.00 70.00 -48.46 0.5 0.5
75.00 70.00 -46.50 0.5 0.5
80.00 70.00 -44.17 0.5 0.5
85.00 70.00 -44.48 0.5 0.5
0.00 80.00 -41.10 0.0 1.0
5.00 80.00 -41.96 0.0 1.0
10.00 80.00 -42.65 0.0 1.0
15.00 80.00 -43.73 0.0 1.0
20.00 80.00 -46.70 0.0 1.0
25.00 80.00 -51.17 0.0 1.0
30.00 80.00 -46.85 0.0 1.0
35.00 80.00 -42.74 0.0 1.0
40.00 80.00 -41.45 0.0 1.0
45.00 80.00 -42.60 0.5 0.5
50.00 80.00 -43.99 0.5 0.5
55.00 80.00 -43.27 0.5 0.5
60.00 80.00 -46.15 0.5 0.5
65.00 80.00 -53.11 0.5 0.5
