# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 121.5 MHz
# Altitude: 6000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 35.43 0.0 1.0
5.00 0.00 34.25 0.0 1.0
10.00 0.00 32.75 0.0 1.0
15.00 0.00 31.48 0.0 1.0
20.00 0.00 30.81 0.0 1.0
25.00 0.00 30.31 0.0 1.0
30.00 0.00 28.56 0.0 1.0
35.00 0.00 24.97 0.0 1.0
40.00 0.00 26.98 0.0 1.0
45.00 0.00 30.51 0.5 0.5
50.00 0.00 33.28 0.5 0.5
55.00 0.00 35.74 0.5 0.5
60.00 0.00 35.94 0.5 0.5
65.00 0.00 35.26 0.5 0.5
70.00 0.00 36.49 0.5 0.5
75.00 0.00 33.35 0.5 0.5
80.00 0.00 34.55 0.5 0.5
85.00 0.00 37.02 0.5 0.5
90.00 0.00 -164.52 0.5 0.5
0.00 10.00 35.43 0.0 1.0
5.00 10.00 34.35 0.0 1.0
10.00 10.00 33.06 0.0 1.0
15.00 10.00 32.13 0.0 1.0
20.00 10.00 31.82 0.0 1.0
25.00 10.00 31.73 0.0 1.0
30.00 10.00 30.67 0.0 1.0
35.00 10.00 28.53 0.0 1.0
40.00 10.00 29.94 0.0 1.0
45.00 10.00 32.84 0.5 0.5
50.00 10.00 34.84 0.5 0.5
55.00 10.00 36.66 0.5 0.5
60.00 10.00 36.81 0.5 0.5
65.00 10.00 35.74 0.5 0.5
70.00 10.00 36.59 0.5 0.5
75.00 10.00 33.68 0.5 0.5
80.00 10.00 34.55 0.5 0.5
85.00 10.00 37.05 0.5 0.5
90.00 10.00 -164.60 0.5 0.5
0.00 20.00 35.43 0.0 1.0
5.00 20.00 34.48 0.0 1.0
10.00 20.00 33.45 0.0 1.0
15.00 20.00 32.91 0.0 1.0
20.00 20.00 33.09 0.0 1.0
25.00 20.00 33.64 0.0 1.0
30.00 20.00 33.69 0.0 1.0
35.00 20.00 33.26 0.0 1.0
40.00 20.00 34.11 0.0 1.0
45.00 20.00 35.69 0.5 0.5
50.00 20.00 36.53 0.5 0.5
55.00 20.00 37.25 0.5 0.5
60.00 20.00 37.08 0.5 0.5
65.00 20.00 35.40 0.5 0.5
70.00 20.00 35.85 0.5 0.5
