# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 121.5 MHz
# Altitude: 7000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 14.57 0.0 1.0
5.00 0.00 15.86 0.0 1.0
10.00 0.00 15.13 0.0 1.0
15.00 0.00 12.87 0.0 1.0
20.00 0.00 8.93 0.0 1.0
25.00 0.00 3.57 0.0 1.0
30.00 0.00 2.14 0.0 1.0
35.00 0.00 4.94 0.0 1.0
40.00 0.00 7.41 0.0 1.0
45.00 0.00 6.35 0.5 0.5
50.00 0.00 10.89 0.5 0.5
55.00 0.00 5.30 0.5 0.5
60.00 0.00 13.71 0.5 0.5
65.00 0.00 17.12 0.5 0.5
70.00 0.00 15.47 0.5 0.5
75.00 0.00 18.83 0.5 0.5
80.00 0.00 16.43 0.5 0.5
85.00 0.00 18.98 0.5 0.5
90.00 0.00 -182.31 0.5 0.5
0.00 10.00 14.57 0.0 1.0
5.00 10.00 15.87 0.0 1.0
10.00 10.00 15.12 0.0 1.0
15.00 10.00 12.84 0.0 1.0
20.00 10.00 8.89 0.0 1.0
25.00 10.00 2.86 0.0 1.0
30.00 10.00 1.09 0.0 1.0
35.00 10.00 6.31 0.0 1.0
40.00 10.00 8.33 0.0 1.0
45.00 10.00 4.96 0.5 0.5
50.00 10.00 11.33 0.5 0.5
55.00 10.00 8.71 0.5 0.5
60.00 10.00 12.39 0.5 0.5
65.00 10.00 17.55 0.5 0.5
70.00 10.00 14.17 0.5 0.5
75.00 10.00 17.67 0.5 0.5
80.00 10.00 17.12 0.5 0.5
85.00 10.00 15.15 0.5 0.5
90.00 10.00 -186.56 0.5 0.5
0.00 20.00 14.57 0.0 1.0
5.00 20.00 15.85 0.0 1.0
10.00 20.00 15.12 0.0 1.0
15.00 20.00 12.88 0.0 1.0
20.00 20.00 8.98 0.0 1.0
25.00 20.00 2.61 0.0 1.0
30.00 20.00 1.15 0.0 1.0
35.00 20.00 7.29 0.0 1.0
40.00 20.00 9.40 0.0 1.0
45.00 20.00 7.42 0.5 0.5
50.00 20.00 12.82 0.5 0.5
