# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 10.1 MHz
# Altitude: 11050 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 -29.45 0.0 1.0
5.00 0.00 -34.98 0.0 1.0
10.00 0.00 -40.93 0.0 1.0
15.00 0.00 -27.90 0.0 1.0
20.00 0.00 -21.43 0.0 1.0
25.00 0.00 -17.00 0.0 1.0
30.00 0.00 -13.62 0.0 1.0
35.00 0.00 -10.94 0.0 1.0
40.00 0.00 -8.77 0.0 1.0
45.00 0.00 -7.03 0.5 0.5
50.00 0.00 -5.66 0.5 0.5
55.00 0.00 -4.60 0.5 0.5
60.00 0.00 -3.86 0.5 0.5
65.00 0.00 -3.43 0.5 0.5
70.00 0.00 -3.38 0.5 0.5
75.00 0.00 -3.85 0.5 0.5
80.00 0.00 -5.22 0.5 0.5
85.00 0.00 -8.88 0.5 0.5
90.00 0.00 -999.99 0.5 0.5
0.00 10.00 -29.72 0.0 1.0
5.00 10.00 -36.63 0.0 1.0
10.00 10.00 -37.30 0.0 1.0
15.00 10.00 -26.46 0.0 1.0
20.00 10.00 -20.60 0.0 1.0
25.00 10.00 -16.45 0.0 1.0
30.00 10.00 -13.23 0.0 1.0
35.00 10.00 -10.66 0.0 1.0
40.00 10.00 -8.57 0.0 1.0
45.00 10.00 -6.88 0.5 0.5
50.00 10.00 -5.53 0.5 0.5
55.00 10.00 -4.50 0.5 0.5
60.00 10.00 -3.77 0.5 0.5
65.00 10.00 -3.36 0.5 0.5
70.00 10.00 -3.32 0.5 0.5
75.00 10.00 -3.80 0.5 0.5
80.00 10.00 -5.17 0.5 0.5
85.00 10.00 -8.83 0.5 0.5
90.00 10.00 -999.99 0.5 0.5
0.00 20.00 -30.17 0.0 1.0
5.00 20.00 -40.76 0.0 1.0
10.00 20.00 -32.20 0.0 1.0
15.00 20.00 -24.09 0.0 1.0
20.00 20.00 -19.14 0.0 1.0
25.00 20.00 -15.47 0.0 1.0
30.00 20.00 -12.56 0.0 1.0
35.00 20.00 -10.18 0.0 1.0
40.00 20.00 -8.24 0.0 1.0
45.00 20.00 -6.65 0.5 0.5
50.00 20.00 -5.37 0.5 0.5
55.00 20.00 -4.39 0.5 0.5
60.00 20.00 -3.70 0.5 0.5
65.00 20.00 -3.31 0.5 0.5
70.00 20.00 -3.28 0.5 0.5
75.00 20.00 -3.77 0.5 0.5
80.00 20.00 -5.14 0.5 0.5
85.00 20.00 -8.81 0.5 0.5
90.00 20.00 -999.99 0.5 0.5
0.00 30.00 -30.77 0.0 1.0
5.00 30.00 -41.17 0.0 1.0
10.00 30.00 -27.78 0.0 1.0
15.00 30.00 -21.54 0.0 1.0
20.00 30.00 -17.41 0.0 1.0
25.00 30.00 -14.25 0.0 1.0
30.00 30.00 -11.69 0.0 1.0
35.00 30.00 -9.57 0.0 1.0
40.00 30.00 -7.81 0.0 1.0
45.00 30.00 -6.36 0.5 0.5
50.00 30.00 -5.18 0.5 0.5
55.00 30.00 -4.27 0.5 0.5
60.00 30.00 -3.63 0.5 0.5
65.00 30.00 -3.27 0.5 0.5
70.00 30.00 -3.27 0.5 0.5
75.00 30.00 -3.77 0.5 0.5
80.00 30.00 -5.16 0.5 0.5
85.00 30.00 -8.83 0.5 0.5
90.00 30.00 -999.99 0.5 0.5
0.00 40.00 -31.52 0.0 1.0
5.00 40.00 -34.54 0.0 1.0
10.00 40.00 -24.36 0.0 1.0
15.00 40.00 -19.24 0.0 1.0
20.00 40.00 -15.72 0.0 1.0
25.00 40.00 -12.99 0.0 1.0
30.00 40.00 -10.76 0.0 1.0
35.00 40.00 -8.90 0.0 1.0
40.00 40.00 -7.33 0.0 1.0
45.00 40.00 -6.03 0.5 0.5
50.00 40.00 -4.98 0.5 0.5
55.00 40.00 -4.15 0.5 0.5
60.00 40.00 -3.58 0.5 0.5
65.00 40.00 -3.27 0.5 0.5
70.00 40.00 -3.30 0.5 0.5
75.00 40.00 -3.82 0.5 0.5
80.00 40.00 -5.23 0.5 0.5
85.00 40.00 -8.91 0.5 0.5
90.00 40.00 -999.99 0.5 0.5
0.00 50.00 -32.35 0.0 1.0
5.00 50.00 -30.02 0.0 1.0
10.00 50.00 -21.78 0.0 1.0
15.00 50.00 -17.33 0.0 1.0
20.00 50.00 -14.23 0.0 1.0
25.00 50.00 -11.83 0.0 1.0
30.00 50.00 -9.87 0.0 1.0
35.00 50.00 -8.23 0.0 1.0
40.00 50.00 -6.85 0.0 1.0
45.00 50.00 -5.71 0.5 0.5
50.00 50.00 -4.77 0.5 0.5
55.00 50.00 -4.05 0.5 0.5
60.00 50.00 -3.55 0.5 0.5
65.00 50.00 -3.30 0.5 0.5
70.00 50.00 -3.38 0.5 0.5
75.00 50.00 -3.93 0.5 0.5
80.00 50.00 -5.35 0.5 0.5
85.00 50.00 -9.05 0.5 0.5
90.00 50.00 -999.99 0.5 0.5
0.00 60.00 -33.16 0.0 1.0
5.00 60.00 -27.04 0.0 1.0
10.00 60.00 -19.88 0.0 1.0
15.00 60.00 -15.85 0.0 1.0
20.00 60.00 -13.03 0.0 1.0
25.00 60.00 -10.86 0.0 1.0
30.00 60.00 -9.11 0.0 1.0
35.00 60.00 -7.65 0.0 1.0
40.00 60.00 -6.43 0.0 1.0
45.00 60.00 -5.42 0.5 0.5
50.00 60.00 -4.61 0.5 0.5
55.00 60.00 -3.98 0.5 0.5
60.00 60.00 -3.56 0.5 0.5
65.00 60.00 -3.38 0.5 0.5
70.00 60.00 -3.50 0.5 0.5
75.00 60.00 -4.09 0.5 0.5
80.00 60.00 -5.54 0.5 0.5
85.00 60.00 -9.25 0.5 0.5
90.00 60.00 -999.99 0.5 0.5
0.00 70.00 -33.78 0.0 1.0
5.00 70.00 -25.02 0.0 1.0
10.00 70.00 -18.54 0.0 1.0
15.00 70.00 -14.79 0.0 1.0
