# FGCom-mumble Far-Field Radiation Pattern
# Frequency: 42.0 MHz
# Altitude: 9000 m
# Format: Theta Phi Gain_dBi H_Polarization V_Polarization
# Theta: Elevation angle (0-180 degrees)
# Phi: Azimuth angle (0-360 degrees)
# Gain: Antenna gain in dBi
# H_Polarization: Horizontal polarization component
# V_Polarization: Vertical polarization component
0.00 0.00 15.74 0.0 1.0
5.00 0.00 26.89 0.0 1.0
10.00 0.00 29.38 0.0 1.0
15.00 0.00 25.01 0.0 1.0
20.00 0.00 19.99 0.0 1.0
25.00 0.00 27.72 0.0 1.0
30.00 0.00 31.72 0.0 1.0
35.00 0.00 34.63 0.0 1.0
40.00 0.00 35.16 0.0 1.0
45.00 0.00 33.12 0.5 0.5
50.00 0.00 31.51 0.5 0.5
55.00 0.00 28.57 0.5 0.5
60.00 0.00 25.68 0.5 0.5
65.00 0.00 26.54 0.5 0.5
70.00 0.00 26.25 0.5 0.5
75.00 0.00 25.92 0.5 0.5
80.00 0.00 25.95 0.5 0.5
85.00 0.00 25.78 0.5 0.5
90.00 0.00 24.89 0.5 0.5
95.00 0.00 21.54 0.5 0.5
100.00 0.00 18.96 0.5 0.5
105.00 0.00 19.67 0.5 0.5
110.00 0.00 21.15 0.5 0.5
115.00 0.00 22.64 0.5 0.5
120.00 0.00 23.19 0.5 0.5
125.00 0.00 24.42 0.5 0.5
130.00 0.00 28.94 0.5 0.5
135.00 0.00 31.44 0.5 0.5
140.00 0.00 32.42 1.0 0.0
145.00 0.00 31.43 1.0 0.0
150.00 0.00 28.15 1.0 0.0
155.00 0.00 27.20 1.0 0.0
160.00 0.00 27.37 1.0 0.0
165.00 0.00 28.42 1.0 0.0
170.00 0.00 31.74 1.0 0.0
175.00 0.00 30.17 1.0 0.0
180.00 0.00 25.13 1.0 0.0
0.00 10.00 15.74 0.0 1.0
5.00 10.00 26.52 0.0 1.0
10.00 10.00 28.17 0.0 1.0
15.00 10.00 28.32 0.0 1.0
20.00 10.00 22.16 0.0 1.0
25.00 10.00 25.99 0.0 1.0
30.00 10.00 33.91 0.0 1.0
35.00 10.00 34.09 0.0 1.0
40.00 10.00 33.37 0.0 1.0
45.00 10.00 32.78 0.5 0.5
50.00 10.00 30.74 0.5 0.5
55.00 10.00 31.54 0.5 0.5
60.00 10.00 30.68 0.5 0.5
65.00 10.00 29.24 0.5 0.5
70.00 10.00 29.43 0.5 0.5
75.00 10.00 28.68 0.5 0.5
80.00 10.00 27.72 0.5 0.5
85.00 10.00 28.09 0.5 0.5
90.00 10.00 29.25 0.5 0.5
95.00 10.00 26.95 0.5 0.5
100.00 10.00 22.14 0.5 0.5
105.00 10.00 22.17 0.5 0.5
110.00 10.00 21.72 0.5 0.5
115.00 10.00 15.97 0.5 0.5
120.00 10.00 20.73 0.5 0.5
125.00 10.00 28.06 0.5 0.5
130.00 10.00 29.11 0.5 0.5
135.00 10.00 30.79 0.5 0.5
140.00 10.00 31.03 1.0 0.0
145.00 10.00 29.08 1.0 0.0
150.00 10.00 28.41 1.0 0.0
155.00 10.00 26.46 1.0 0.0
160.00 10.00 29.77 1.0 0.0
165.00 10.00 28.75 1.0 0.0
170.00 10.00 30.81 1.0 0.0
175.00 10.00 30.36 1.0 0.0
180.00 10.00 25.13 1.0 0.0
0.00 20.00 15.74 0.0 1.0
5.00 20.00 25.95 0.0 1.0
10.00 20.00 27.68 0.0 1.0
15.00 20.00 29.61 0.0 1.0
20.00 20.00 20.68 0.0 1.0
25.00 20.00 27.57 0.0 1.0
30.00 20.00 32.01 0.0 1.0
35.00 20.00 33.89 0.0 1.0
40.00 20.00 35.10 0.0 1.0
45.00 20.00 34.70 0.5 0.5
50.00 20.00 33.47 0.5 0.5
55.00 20.00 28.46 0.5 0.5
60.00 20.00 30.51 0.5 0.5
65.00 20.00 31.82 0.5 0.5
70.00 20.00 32.94 0.5 0.5
75.00 20.00 34.10 0.5 0.5
80.00 20.00 34.23 0.5 0.5
85.00 20.00 32.63 0.5 0.5
90.00 20.00 29.34 0.5 0.5
95.00 20.00 26.97 0.5 0.5
100.00 20.00 26.90 0.5 0.5
105.00 20.00 25.41 0.5 0.5
110.00 20.00 22.70 0.5 0.5
115.00 20.00 22.53 0.5 0.5
120.00 20.00 22.87 0.5 0.5
125.00 20.00 23.57 0.5 0.5
130.00 20.00 31.71 0.5 0.5
135.00 20.00 32.21 0.5 0.5
140.00 20.00 31.16 1.0 0.0
145.00 20.00 29.98 1.0 0.0
150.00 20.00 25.61 1.0 0.0
155.00 20.00 26.84 1.0 0.0
160.00 20.00 29.21 1.0 0.0
165.00 20.00 30.93 1.0 0.0
170.00 20.00 29.70 1.0 0.0
175.00 20.00 30.35 1.0 0.0
180.00 20.00 25.13 1.0 0.0
0.00 30.00 15.74 0.0 1.0
5.00 30.00 25.15 0.0 1.0
10.00 30.00 27.70 0.0 1.0
15.00 30.00 29.32 0.0 1.0
20.00 30.00 23.33 0.0 1.0
25.00 30.00 25.16 0.0 1.0
30.00 30.00 27.62 0.0 1.0
35.00 30.00 33.63 0.0 1.0
40.00 30.00 34.36 0.0 1.0
45.00 30.00 34.01 0.5 0.5
50.00 30.00 29.97 0.5 0.5
55.00 30.00 33.27 0.5 0.5
60.00 30.00 33.10 0.5 0.5
65.00 30.00 33.67 0.5 0.5
70.00 30.00 34.73 0.5 0.5
75.00 30.00 34.41 0.5 0.5
80.00 30.00 32.99 0.5 0.5
85.00 30.00 32.22 0.5 0.5
90.00 30.00 31.86 0.5 0.5
95.00 30.00 29.42 0.5 0.5
100.00 30.00 23.87 0.5 0.5
105.00 30.00 21.88 0.5 0.5
110.00 30.00 23.63 0.5 0.5
115.00 30.00 20.75 0.5 0.5
120.00 30.00 25.34 0.5 0.5
125.00 30.00 29.48 0.5 0.5
130.00 30.00 25.32 0.5 0.5
135.00 30.00 30.73 0.5 0.5
140.00 30.00 28.83 1.0 0.0
145.00 30.00 27.21 1.0 0.0
150.00 30.00 24.53 1.0 0.0
155.00 30.00 27.29 1.0 0.0
160.00 30.00 28.92 1.0 0.0
165.00 30.00 31.76 1.0 0.0
170.00 30.00 29.07 1.0 0.0
175.00 30.00 30.17 1.0 0.0
180.00 30.00 25.13 1.0 0.0
0.00 40.00 15.74 0.0 1.0
5.00 40.00 24.07 0.0 1.0
10.00 40.00 27.37 0.0 1.0
15.00 40.00 28.58 0.0 1.0
20.00 40.00 26.25 0.0 1.0
25.00 40.00 21.67 0.0 1.0
30.00 40.00 23.02 0.0 1.0
35.00 40.00 30.22 0.0 1.0
40.00 40.00 33.58 0.0 1.0
45.00 40.00 31.11 0.5 0.5
50.00 40.00 34.09 0.5 0.5
55.00 40.00 32.91 0.5 0.5
60.00 40.00 30.55 0.5 0.5
65.00 40.00 31.81 0.5 0.5
70.00 40.00 33.14 0.5 0.5
75.00 40.00 34.47 0.5 0.5
80.00 40.00 35.64 0.5 0.5
85.00 40.00 35.39 0.5 0.5
90.00 40.00 34.14 0.5 0.5
95.00 40.00 33.43 0.5 0.5
100.00 40.00 31.75 0.5 0.5
105.00 40.00 28.12 0.5 0.5
110.00 40.00 25.92 0.5 0.5
115.00 40.00 26.29 0.5 0.5
120.00 40.00 26.08 0.5 0.5
125.00 40.00 27.78 0.5 0.5
130.00 40.00 28.89 0.5 0.5
135.00 40.00 21.83 0.5 0.5
140.00 40.00 27.08 1.0 0.0
145.00 40.00 21.87 1.0 0.0
150.00 40.00 23.50 1.0 0.0
155.00 40.00 27.38 1.0 0.0
160.00 40.00 29.92 1.0 0.0
165.00 40.00 31.69 1.0 0.0
170.00 40.00 28.92 1.0 0.0
175.00 40.00 29.86 1.0 0.0
180.00 40.00 25.13 1.0 0.0
0.00 50.00 15.74 0.0 1.0
5.00 50.00 22.67 0.0 1.0
10.00 50.00 26.21 0.0 1.0
15.00 50.00 27.70 0.0 1.0
20.00 50.00 28.09 0.0 1.0
25.00 50.00 24.15 0.0 1.0
30.00 50.00 16.49 0.0 1.0
35.00 50.00 25.46 0.0 1.0
40.00 50.00 30.68 0.0 1.0
45.00 50.00 29.32 0.5 0.5
50.00 50.00 33.33 0.5 0.5
55.00 50.00 30.97 0.5 0.5
60.00 50.00 30.01 0.5 0.5
65.00 50.00 30.48 0.5 0.5
70.00 50.00 30.96 0.5 0.5
75.00 50.00 32.22 0.5 0.5
80.00 50.00 33.77 0.5 0.5
85.00 50.00 33.83 0.5 0.5
90.00 50.00 33.20 0.5 0.5
95.00 50.00 33.32 0.5 0.5
100.00 50.00 33.59 0.5 0.5
105.00 50.00 31.88 0.5 0.5
110.00 50.00 30.49 0.5 0.5
115.00 50.00 29.53 0.5 0.5
120.00 50.00 27.97 0.5 0.5
125.00 50.00 25.97 0.5 0.5
130.00 50.00 27.88 0.5 0.5
135.00 50.00 18.19 0.5 0.5
140.00 50.00 24.07 1.0 0.0
145.00 50.00 25.44 1.0 0.0
150.00 50.00 26.19 1.0 0.0
155.00 50.00 27.69 1.0 0.0
160.00 50.00 30.81 1.0 0.0
165.00 50.00 31.32 1.0 0.0
170.00 50.00 28.80 1.0 0.0
175.00 50.00 29.46 1.0 0.0
180.00 50.00 25.13 1.0 0.0
